Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
4,"Bontempelli, Marcus",29y 193d,247 (137-0-110 55.47%),240 (0.97),←,
29,"Bramble, Lachlan",27y 47d,66 (29-2-35 45.45%),5 (0.08),36 (20-0-16 55.56%),3 (0.08)
36,"Cleary, Luke",23y 92d,16 (11-0-5 68.75%),1 (0.06),←,
31,"Dale, Bailey",28y 318d,167 (91-0-76 54.49%),85 (0.51),←,
42,"Davidson, Sam",23y 174d,12 (6-0-6 50.00%),7 (0.58),←,
26,"Dolan, Josh",18y 206d,8 (4-0-4 50.00%),1 (0.13),←,
44,"English, Tim",27y 299d,143 (78-0-65 54.55%),82 (0.57),←,
27,"Freijah, Joel",19y 203d,25 (15-0-10 60.00%),8 (0.32),←,
43,"Gardner, Ryan",28y 4d,54 (31-0-23 57.41%),3 (0.06),←,
22,"Harmes, James",29y 243d,172 (91-0-81 52.91%),93 (0.54),20 (9-0-11 45.00%),15 (0.75)
8,"Kennedy, Matthew",28y 60d,130 (62-3-65 48.85%),72 (0.55),12 (6-0-6 50.00%),15 (1.25)
24,"Khamis, Buku",25y 73d,38 (21-0-17 55.26%),17 (0.45),←,
21,"Liberatore, Tom",33y 20d,246 (122-0-124 49.59%),89 (0.36),←,
7,"Lobb, Rory",32y 116d,188 (103-2-83 55.32%),175 (0.93),48 (27-0-21 56.25%),32 (0.67)
30,"McNeil, Lachlan",24y 116d,65 (40-0-25 61.54%),35 (0.54),←,
33,"Naughton, Aaron",25y 187d,155 (85-0-70 54.84%),245 (1.58),←,
18,"ODonnell, James",22y 278d,37 (19-0-18 51.35%),6 (0.16),←,
20,"Richards, Ed",25y 337d,137 (72-0-65 52.55%),47 (0.34),←,
9,"Sanders, Ryley",20y 135d,26 (14-0-12 53.85%),9 (0.35),←,
1,"Treloar, Adam",32y 88d,256 (118-1-137 46.29%),155 (0.61),83 (48-0-35 57.83%),58 (0.70)
23,"Vandermeer, Laitham",26y 122d,78 (42-0-36 53.85%),43 (0.55),←,
14,"West, Rhylee",24y 328d,70 (40-0-30 57.14%),65 (0.93),←,
34,"Williams, Bailey",27y 238d,163 (88-0-75 53.99%),42 (0.26),←,
Totals,Totals,26y 105d,2499 (1319-8-1172 52.78%),1525 (0.61),,
C,"Beveridge, Luke",54y 286d,242 (136-0-106 56.20%),,←,
