Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
14,"Cameron, Darcy",29y 246d,98 (55-3-40 57.65%),62 (0.63),97 (55-3-39 58.25%),62 (0.64)
46,"Cox, Mason",34y 7d,130 (80-2-48 62.31%),123 (0.95),←,
25,"Crisp, Jack",31y 170d,252 (136-4-112 54.76%),87 (0.35),234 (129-4-101 55.98%),77 (0.33)
7,"Daicos, Josh",26y 115d,129 (75-3-51 59.30%),64 (0.50),←,
35,"Daicos, Nick",22y 77d,73 (49-2-22 68.49%),47 (0.64),←,
2,"de Goey, Jordan",29y 6d,172 (95-3-74 56.10%),201 (1.17),←,
5,"Elliott, Jamie",32y 212d,197 (120-3-74 61.68%),292 (1.48),←,
23,"Hill, Bobby",25y 40d,91 (52-3-36 58.79%),102 (1.12),50 (35-2-13 72.00%),68 (1.36)
9,"Houston, Dan",27y 313d,170 (109-0-61 64.12%),42 (0.25),2 (2-0-0 100.00%),1 (0.50)
38,"Howe, Jeremy",34y 265d,255 (111-3-141 44.12%),103 (0.40),155 (89-3-63 58.39%),23 (0.15)
1,"Lipinski, Patrick",26y 247d,121 (72-2-47 60.33%),63 (0.52),65 (41-2-22 64.62%),33 (0.51)
44,"Long, Ned",22y 44d,15 (5-0-10 33.33%),3 (0.20),10 (5-0-5 50.00%),2 (0.20)
4,"Maynard, Brayden",28y 182d,212 (114-4-94 54.72%),22 (0.10),←,
31,"McCreery, Beau",23y 336d,80 (50-2-28 63.75%),53 (0.66),←,
26,"McInnes, Reef",22y 99d,23 (14-0-9 60.87%),19 (0.83),←,
11,"McStay, Daniel",29y 270d,183 (93-0-90 50.82%),170 (0.93),22 (15-0-7 68.18%),32 (1.45)
28,"Membrey, Tim",30y 299d,182 (87-2-93 48.35%),298 (1.64),3 (2-0-1 66.67%),5 (1.67)
30,"Moore, Darcy",29y 55d,176 (94-4-78 54.55%),67 (0.38),←,
10,"Pendlebury, Scott",37y 73d,406 (245-5-156 60.96%),201 (0.50),←,
12,"Perryman, Harry",26y 92d,132 (70-1-61 53.41%),28 (0.21),3 (2-0-1 66.67%),
3,"Quaynor, Isaac",25y 65d,111 (64-2-45 58.56%),5 (0.05),←,
8,"Schultz, Lachie",27y 111d,113 (56-3-54 50.88%),128 (1.13),23 (13-2-8 60.87%),27 (1.17)
22,"Sidebottom, Steele",34y 78d,334 (201-6-127 61.08%),197 (0.59),←,
Totals,Totals,28y 196d,3655 (2047-57-1551 56.01%),2377 (0.65),,
C,"McRae, Craig",51y 180d,77 (52-2-23 68.83%),,←,
