Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
11,"Aish, James",28y 142d,166 (76-1-89 46.08%),33 (0.20),84 (43-1-40 51.79%),10 (0.12)
24,"Amiss, Jye",20y 242d,28 (15-0-13 53.57%),52 (1.86),←,
41,"Banfield, Bailey",26y 32d,78 (37-1-40 48.08%),46 (0.59),←,
8,"Brayshaw, Andrew",24y 142d,126 (59-1-66 47.22%),44 (0.35),←,
6,"Clark, Jordan",23y 165d,82 (50-1-31 61.59%),19 (0.23),50 (29-1-20 59.00%),4 (0.08)
37,"Draper, Josh",20y 49d,2 (2-0-0 100.00%),,←,
18,"Emmett, Tom",22y 120d,5 (4-0-1 80.00%),4 (0.80),←,
32,"Frederick, Michael",23y 317d,61 (36-1-24 59.84%),67 (1.10),←,
7,"Fyfe, Nat",32y 193d,221 (117-2-102 53.39%),174 (0.79),←,
15,"Hughes, Ethan",29y 113d,104 (44-0-60 42.31%),6 (0.06),←,
9,"Jackson, Luke",22y 182d,78 (50-1-27 64.74%),56 (0.72),26 (13-0-13 50.00%),26 (1.00)
44,"Johnson, Matthew",21y 13d,21 (10-0-11 47.62%),4 (0.19),←,
2,"OMeara, Jaeger",30y 35d,166 (74-2-90 45.18%),77 (0.46),23 (11-0-12 47.83%),7 (0.30)
25,"Pearce, Alex",28y 294d,110 (53-1-56 48.64%),4 (0.04),←,
13,"Ryan, Luke",28y 52d,135 (64-1-70 47.78%),3 (0.02),←,
3,"Serong, Caleb",23y 49d,83 (44-1-38 53.61%),19 (0.23),←,
14,"Sharp, Jeremy",22y 229d,26 (11-0-15 42.31%),8 (0.31),3 (3-0-0 100.00%),1 (0.33)
39,"Switkowski, Sam",27y 130d,71 (37-0-34 52.11%),45 (0.63),←,
20,"Taberner, Matthew",30y 286d,122 (59-1-62 48.77%),171 (1.40),←,
35,"Treacy, Josh",21y 238d,39 (23-0-16 58.97%),34 (0.87),←,
31,"Walker, Brandon",21y 164d,47 (28-1-18 60.64%),1 (0.02),←,
10,"Walters, Michael",33y 82d,225 (114-2-109 51.11%),352 (1.56),←,
26,"Young, Hayden",22y 353d,60 (32-1-27 54.17%),2 (0.03),←,
Totals,Totals,25y 157d,2056 (1039-18-999 50.54%),1221 (0.59),,
C,"Longmuir, Justin",43y 68d,87 (44-1-42 51.15%),,←,
