Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
4,"Ablett, Gary",33y 315d,303 (160-2-141 53.14%),387 (1.28),193 (125-2-66 65.28%),263 (1.36)
24,"Bews, Jed",24y 101d,51 (29-2-20 58.82%),4 (0.08),←,
46,"Blicavs, Mark",26y 362d,111 (75-2-34 68.47%),35 (0.32),←,
22,"Duncan, Mitch",26y 288d,160 (117-1-42 73.44%),119 (0.74),←,
13,"Fogarty, Lachie",18y 358d,1 (1-0-0 100.00%),1 (1.00),←,
28,"Gregson, Cory",21y 202d,30 (16-1-13 55.00%),17 (0.57),←,
29,"Guthrie, Cameron",25y 218d,129 (86-2-41 67.44%),40 (0.31),←,
39,"Guthrie, Zach",19y 268d,10 (6-1-3 65.00%),,←,
26,"Hawkins, Tom",29y 247d,212 (156-2-54 74.06%),438 (2.07),←,
11,"Kelly, Tim",23y 242d,1 (1-0-0 100.00%),1 (1.00),←,
8,"Kolodjashnij, Jake",22y 228d,48 (32-2-14 68.75%),,←,
27,"Menegola, Sam",26y 18d,31 (21-1-9 69.35%),23 (0.74),←,
10,"Menzel, Daniel",26y 193d,61 (49-0-12 80.33%),113 (1.85),←,
21,"Murdoch, Jordan",26y 2d,93 (62-2-29 67.74%),65 (0.70),←,
3,"Parfitt, Brandan",19y 332d,16 (12-0-4 75.00%),8 (0.50),←,
34,"Parsons, James",20y 347d,21 (14-1-6 69.05%),15 (0.71),←,
17,"Ratugolea, Esava",19y 244d,1 (1-0-0 100.00%),1 (1.00),←,
14,"Selwood, Joel",29y 303d,250 (189-1-60 75.80%),145 (0.58),←,
9,"Smith, Zac",28y 31d,110 (44-1-65 40.45%),51 (0.46),45 (31-1-13 70.00%),20 (0.44)
44,"Stewart, Tom",25y 10d,22 (15-0-7 68.18%),2 (0.09),←,
7,"Taylor, Harry",31y 286d,230 (170-2-58 74.35%),67 (0.29),←,
2,"Tuohy, Zach",28y 105d,146 (65-2-79 45.21%),46 (0.32),26 (17-1-8 67.31%),6 (0.23)
Totals,Totals,25y 97d,2037 (1321-25-691 64.85%),1578 (0.77),,
C,"Scott, Chris",41y 326d,168 (119-2-47 71.43%),,←,
