St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
27,"Blake, Jason",29y 187d,185 (106-3-76 58.11%),33 (0.18),←,
26,"Dal Santo, Nick",26y 208d,191 (116-3-72 61.52%),103 (0.54),←,
6,"Dawson, Zac",24y 208d,55 (35-1-19 64.55%),3 (0.05),41 (31-1-9 76.83%),3 (0.07)
24,"Dempster, Sean",26y 241d,94 (60-1-33 64.36%),15 (0.16),40 (25-1-14 63.75%),7 (0.17)
40,"Eddy, Robert",22y 254d,31 (26-0-5 83.87%),10 (0.32),←,
25,"Fisher, Sam",28y 70d,142 (93-2-47 66.20%),18 (0.13),←,
15,"Gardiner, Michael",31y 75d,179 (101-3-75 57.26%),110 (0.61),50 (35-1-14 71.00%),23 (0.46)
19,"Gilbert, Sam",24y 30d,85 (58-2-25 69.41%),13 (0.15),←,
18,"Goddard, Brendon",25y 121d,160 (104-1-55 65.31%),76 (0.47),←,
1,"Gram, Jason",26y 144d,117 (74-2-41 64.10%),60 (0.51),115 (73-2-40 64.35%),60 (0.52)
33,"Gwilt, James",24y 38d,65 (45-1-19 70.00%),19 (0.29),←,
7,"Hayes, Lenny",30y 247d,237 (122-4-111 52.32%),79 (0.33),←,
4,"Jones, Clinton",26y 228d,72 (54-2-16 76.39%),21 (0.29),←,
23,"Koschitzke, Justin",27y 363d,161 (92-2-67 57.76%),199 (1.24),←,
5,"McEvoy, Ben",21y 69d,30 (26-1-3 88.33%),10 (0.33),←,
32,"McQualter, Andrew",24y 101d,82 (57-1-24 70.12%),37 (0.45),←,
44,"Milne, Stephen",30y 194d,211 (117-3-91 56.16%),430 (2.04),←,
11,"Montagna, Leigh",26y 320d,146 (95-2-49 65.75%),87 (0.60),←,
30,"Peake, Brett",27y 75d,96 (50-1-45 52.60%),52 (0.54),21 (16-1-4 78.57%),10 (0.48)
22,"Ray, Farren",24y 179d,123 (74-2-47 60.98%),41 (0.33),48 (39-1-8 82.29%),9 (0.19)
12,"Riewoldt, Nick",27y 336d,195 (110-3-82 57.18%),435 (2.23),←,
13,"Schneider, Adam",26y 129d,164 (108-2-54 66.46%),199 (1.21),66 (48-1-17 73.48%),100 (1.52)
Totals,Totals,26y 190d,2821 (1723-42-1056 61.08%),2050 (0.73),,
C,"Lyon, Ross",43y 314d,96 (64-2-30 67.71%),,←,
