North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
33,"Allison, Brett",27y 16d,148 (76-1-71 51.69%),166 (1.12),←,
5,"Anderson, Stuart",20y 349d,5 (4-0-1 80.00%),2 (0.40),←,
11,"Archer, Glenn",22y 79d,59 (33-0-26 55.93%),27 (0.46),←,
14,"Armstrong, Matt",28y 102d,143 (59-0-84 41.26%),77 (0.54),11 (7-0-4 63.64%),6 (0.55)
12,"Blakey, John",28y 322d,187 (83-0-104 44.39%),52 (0.28),52 (31-0-21 59.62%),14 (0.27)
9,"Campbell, Warren",20y 235d,17 (12-0-5 70.59%),15 (0.88),←,
16,"Capuano, Mathew",19y 282d,14 (8-0-6 57.14%),4 (0.29),←,
18,"Carey, Wayne",24y 15d,109 (61-0-48 55.96%),270 (2.48),←,
25,"Daniltchenko, Jason",19y 282d,8 (6-0-2 75.00%),,←,
6,"Fairley, Ian",30y 266d,181 (89-2-90 49.72%),148 (0.82),←,
34,"King, David",23y 96d,30 (17-0-13 56.67%),6 (0.20),←,
7,"Laidley, Dani",28y 76d,103 (60-1-42 58.74%),12 (0.12),51 (31-0-20 60.78%),1 (0.02)
4,"Martyn, Mick",26y 284d,144 (74-1-69 51.74%),12 (0.08),←,
31,"McKernan, Corey",21y 174d,33 (21-0-12 63.64%),30 (0.91),←,
22,"Roberts, Mark",29y 348d,131 (60-0-71 45.80%),106 (0.81),54 (34-0-20 62.96%),87 (1.61)
3,"Rock, Anthony",24y 255d,98 (55-0-43 56.12%),85 (0.87),←,
2,"Schwass, Wayne",26y 196d,133 (68-0-65 51.13%),74 (0.56),←,
8,"Scott, Robert",26y 102d,143 (82-1-60 57.69%),170 (1.19),11 (7-0-4 63.64%),6 (0.55)
15,"Smith, Ross",30y 128d,207 (102-2-103 49.76%),35 (0.17),←,
10,"Stevens, Anthony",23y 344d,98 (53-0-45 54.08%),44 (0.45),←,
36,"Stevens, Mark",19y 229d,2 (2-0-0 100.00%),4 (2.00),←,
Totals,Totals,24y 338d,1993 (1025-8-960 51.43%),1339 (0.67),,
C,"Pagan, Denis",47y 260d,56 (34-0-22 60.71%),,←,
