Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",29y 20d,202 (126-0-76 62.38%),115 (0.57),←,
38,"Baird, John",21y 306d,3 (2-0-1 66.67%),,←,
12,"Blakey, John",35y 263d,347 (185-0-162 53.31%),107 (0.31),212 (133-0-79 62.74%),69 (0.33)
22,"Burton, Matthew",31y 329d,117 (46-0-71 39.32%),50 (0.43),47 (24-0-23 51.06%),18 (0.38)
23,"Clayton, Shane",23y 171d,90 (47-0-43 52.22%),34 (0.38),72 (45-0-27 62.50%),33 (0.46)
45,"Cochrane, Stuart",23y 267d,36 (17-0-19 47.22%),6 (0.17),←,
2,"Colbert, Leigh",26y 310d,136 (79-1-56 58.46%),62 (0.46),31 (17-0-14 54.84%),12 (0.39)
6,"Grant, Shannon",24y 359d,155 (95-1-59 61.61%),179 (1.15),97 (63-0-34 64.95%),141 (1.45)
39,"Harding, Leigh",20y 352d,5 (2-0-3 40.00%),5 (1.00),←,
29,"Harvey, Brent",23y 334d,112 (72-0-40 64.29%),123 (1.10),←,
21,"Jones, Corey",21y 46d,15 (7-0-8 46.67%),6 (0.40),←,
34,"King, David",30y 37d,179 (116-0-63 64.80%),90 (0.50),←,
35,"Makepeace, Troy",23y 38d,42 (22-0-20 52.38%),12 (0.29),←,
4,"Martyn, Mick",33y 225d,270 (161-1-108 59.81%),15 (0.06),←,
5,"McCartney, Jason",28y 30d,170 (94-0-76 55.29%),54 (0.32),95 (60-0-35 63.16%),6 (0.06)
44,"Motlop, Shannon",23y 238d,45 (27-0-18 60.00%),25 (0.56),←,
28,"Pickett, Byron",24y 245d,101 (64-0-37 63.37%),49 (0.49),←,
17,"Porter, Mark",25y 184d,58 (30-0-28 51.72%),14 (0.24),3 (2-0-1 66.67%),1 (0.33)
30,"Robbins, Ben",25y 107d,55 (27-2-26 50.91%),16 (0.29),3 (2-0-1 66.67%),2 (0.67)
26,"Rocca, Saverio",28y 144d,180 (80-2-98 45.00%),569 (3.16),24 (10-0-14 41.67%),55 (2.29)
7,"Simpson, Adam",26y 56d,139 (92-0-47 66.19%),45 (0.32),←,
10,"Stevens, Anthony",30y 285d,236 (146-0-90 61.86%),102 (0.43),←,
Totals,Totals,26y 181d,2693 (1537-7-1149 57.07%),1678 (0.62),,
C,"Pagan, Denis",54y 201d,220 (140-0-80 63.64%),,←,
