West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Brockman, Tyler",2,1.0,2,4,,,,4.0,,,,3.0,1.0,1.0,,3,1,,,1.0,,,79.0
18 ↓,"Chesser, Campbell",4,1.0,2,6,,,,,,1.0,,1.0,,,,3,4,,,2.0,,,54.0
28,"Cole, Tom",14,5.0,6,20,,,,3.0,8.0,,,4.0,1.0,1.0,,7,9,1.0,,4.0,,,87.0
15,"Cripps, Jamie",6,3.0,2,8,2.0,,,4.0,1.0,2.0,,3.0,,,,3,5,,2.0,,,,90.0
27,"Darling, Jack",7,3.0,2,9,2.0,,1.0,5.0,1.0,1.0,1.0,4.0,1.0,2.0,,1,7,,1.0,5.0,,,88.0
14,"Duggan, Liam",22,8.0,4,26,,,,1.0,8.0,2.0,2.0,,1.0,,,4,16,,,1.0,,1.0,90.0
42,"Edwards, Harry",5,5.0,4,9,,,,2.0,3.0,,,1.0,1.0,1.0,,8,3,2.0,,7.0,,,89.0
16,"Edwards, Luke",8,4.0,1,9,,,,4.0,1.0,1.0,1.0,1.0,,,,2,7,,,1.0,,,78.0
7,"Ginbey, Reuben",5,3.0,7,12,,,,4.0,2.0,1.0,2.0,6.0,,4.0,,5,6,,,3.0,,,75.0
19,"Hough, Brady",9,7.0,9,18,,,,,3.0,,1.0,4.0,,1.0,,6,12,,,2.0,,,89.0
5,"Hunt, Jayden",7,2.0,3,10,,,,2.0,,1.0,,2.0,,,,2,7,,,1.0,,,82.0
11,"Kelly, Tim",11,3.0,7,18,,1.0,,2.0,2.0,5.0,4.0,6.0,,5.0,,7,11,,,,,,70.0
41,"Maric, Ryan",7,4.0,3,10,1.0,,,,2.0,1.0,,4.0,1.0,2.0,,4,6,,1.0,2.0,,,86.0
20,"McGovern, Jeremy",13,4.0,5,18,,,,2.0,6.0,2.0,1.0,3.0,3.0,2.0,,9,6,1.0,,4.0,,1.0,88.0
21,"Petruccelle, Jack",13,5.0,1,14,1.0,1.0,,10.0,2.0,6.0,1.0,5.0,1.0,2.0,,2,12,,,,2.0,1.0,81.0
35,"Rotham, Josh",5,5.0,3,8,,,,1.0,1.0,,,1.0,,,,2,6,1.0,,6.0,,,69.0
1,"Ryan, Liam",4,2.0,1,5,1.0,,,2.0,1.0,1.0,,1.0,,1.0,,2,3,,,1.0,1.0,,71.0
4 ↑,"Sheed, Dom",2,,4,6,,,,4.0,,,2.0,1.0,,,,4,2,,,,,,33.0
2,"Waterman, Jake",13,7.0,2,15,4.0,,,1.0,,4.0,,1.0,,,,3,10,1.0,2.0,,,1.0,93.0
32,"Williams, Bailey",4,,1,5,,,15.0,2.0,3.0,,2.0,4.0,2.0,3.0,,4,2,,,1.0,,,76.0
34,"Williams, Jack",5,3.0,7,12,,,2.0,2.0,,3.0,5.0,3.0,3.0,2.0,,8,5,1.0,,2.0,,,71.0
23,"Witherden, Alex",11,3.0,4,15,,,,4.0,4.0,1.0,1.0,2.0,1.0,1.0,,4,8,,,2.0,1.0,,88.0
6,"Yeo, Elliot",9,,10,19,1.0,1.0,,8.0,1.0,3.0,8.0,3.0,2.0,2.0,,18,1,,,,1.0,2.0,74.0
Totals,Totals,186,78.0,90,276,12.0,3.0,18.0,67.0,49.0,35.0,31.0,63.0,18.0,30.0,,111,149,7.0,6.0,45.0,5.0,6.0,
Opposition,Opposition,195,79.0,127,322,17.0,10.0,63.0,79.0,22.0,67.0,48.0,47.0,30.0,18.0,6.0,148,176,11.0,12.0,39.0,6.0,13.0,
