Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",29y 97d,212 (130-0-82 61.32%),118 (0.56),←,
38,"Baird, John",22y 18d,11 (5-0-6 45.45%),2 (0.18),←,
22,"Burton, Matthew",32y 41d,127 (50-0-77 39.37%),58 (0.46),57 (28-0-29 49.12%),26 (0.46)
2,"Colbert, Leigh",27y 22d,146 (83-1-62 57.19%),62 (0.42),41 (21-0-20 51.22%),12 (0.29)
6,"Grant, Shannon",25y 71d,165 (99-1-65 60.30%),183 (1.11),107 (67-0-40 62.62%),145 (1.36)
39,"Harding, Leigh",21y 64d,14 (6-0-8 42.86%),13 (0.93),←,
29,"Harvey, Brent",24y 46d,122 (76-0-46 62.30%),140 (1.15),←,
34,"King, David",30y 114d,189 (120-0-69 63.49%),98 (0.52),←,
35,"Makepeace, Troy",23y 115d,52 (26-0-26 50.00%),12 (0.23),←,
4,"Martyn, Mick",33y 302d,277 (164-1-112 59.39%),16 (0.06),←,
5,"McCartney, Jason",28y 107d,180 (98-0-82 54.44%),61 (0.34),105 (64-0-41 60.95%),13 (0.12)
32,"Morrell, Digby",22y 262d,16 (7-0-9 43.75%),14 (0.88),←,
20,"Petrie, Drew",19y 257d,10 (3-0-7 30.00%),,←,
28,"Pickett, Byron",24y 322d,111 (68-0-43 61.26%),67 (0.60),←,
3,"Rawlings, Brady",21y 19d,40 (25-0-15 62.50%),16 (0.40),←,
30,"Robbins, Ben",25y 184d,65 (31-2-32 49.23%),16 (0.25),13 (6-0-7 46.15%),2 (0.15)
26,"Rocca, Saverio",28y 221d,190 (84-2-104 44.74%),591 (3.11),34 (14-0-20 41.18%),77 (2.26)
7,"Simpson, Adam",26y 133d,149 (96-0-53 64.43%),48 (0.32),←,
9,"Sinclair, Jess",23y 307d,73 (22-0-51 30.14%),36 (0.49),23 (9-0-14 39.13%),10 (0.43)
13,"Smith, Dylan",19y 346d,5 (0-0-5 0.00%),,←,
10,"Stevens, Anthony",30y 362d,246 (150-0-96 60.98%),109 (0.44),←,
40,"Teague, David",21y 55d,16 (7-0-9 43.75%),4 (0.25),←,
Totals,Totals,25y 191d,2416 (1350-7-1059 55.88%),1664 (0.69),,
C,"Pagan, Denis",54y 278d,230 (144-0-86 62.61%),,←,
