Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Bears Games (W-D-L W%),Brisbane Bears Goals (Ave.)
10,"Ashcroft, Marcus",20y 319d,60 (12-1-47 20.83%),35 (0.58),←,
22,"Bain, David",26y 99d,74 (14-1-59 19.59%),40 (0.54),←,
25,"Campbell, Matthew",28y 192d,74 (15-1-58 20.95%),24 (0.32),←,
1,"Champion, Richard",24y 117d,36 (5-1-30 15.28%),15 (0.42),←,
12,"Clarke, Troy",23y 62d,29 (4-1-24 15.52%),13 (0.45),←,
4,"Gastev, John",27y 364d,108 (34-1-73 31.94%),66 (0.61),78 (17-1-60 22.44%),35 (0.45)
14,"Hamilton, Shane",21y 357d,55 (15-0-40 27.27%),63 (1.15),28 (3-0-25 10.71%),23 (0.82)
41,"Kennedy, Matthew",22y 187d,35 (5-0-30 14.29%),8 (0.23),←,
42,"Kerinaiua, Adam",18y 53d,1 (0-0-1 0.00%),,←,
17,"Leslie, Martin",29y 266d,70 (14-1-55 20.71%),7 (0.10),←,
24,"Merrett, Roger",32y 112d,240 (118-3-119 49.79%),260 (1.08),91 (21-1-69 23.63%),112 (1.23)
26,"Noonan, Danny",23y 254d,36 (5-1-30 15.28%),16 (0.44),←,
5,"Owen, Rod",25y 191d,77 (23-0-54 29.87%),142 (1.84),8 (2-0-6 25.00%),20 (2.50)
44,"Palfreyman, Nigel",18y 312d,12 (1-1-10 12.50%),7 (0.58),←,
13,"Potter, Craig",26y 203d,52 (24-0-28 46.15%),19 (0.37),10 (2-0-8 20.00%),3 (0.30)
27,"Rendell, Matthew",33y 113d,174 (89-1-84 51.44%),106 (0.61),10 (2-0-8 20.00%),5 (0.50)
23,"Schache, Laurence",24y 297d,28 (3-1-24 12.50%),62 (2.21),←,
56,"Voss, Michael",17y 33d,3 (1-0-2 33.33%),,←,
18,"Worsfold, Peter",22y 29d,21 (2-1-18 11.90%),18 (0.86),←,
21,"Zanotti, Mark",27y 275d,98 (28-0-70 28.57%),11 (0.11),62 (11-0-51 17.74%),5 (0.08)
Totals,Totals,24y 283d,1283 (412-15-856 32.11%),912 (0.71),,
C,"Walls, Robert",42y 19d,240 (121-2-117 50.83%),,41 (6-1-34 15.85%),
