Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Akermanis, Jason",15,9,7,22,2,5.0,,2.0,2.0,2.0,1.0,2.0,1.0,,,2.0,18.0,,3.0,1.0,1.0,,82.0
5,"Boyd, Matthew",15,7,20,35,2,,1.0,2.0,1.0,7.0,8.0,2.0,1.0,,2.0,13.0,22.0,,,2.0,1.0,,90.0
17,"Cooney, Adam",12,6,20,32,,,,1.0,2.0,2.0,9.0,2.0,,,,10.0,22.0,,2.0,,,1.0,88.0
4,"Cross, Daniel",4,5,19,23,,,1.0,7.0,1.0,,4.0,2.0,,2.0,,8.0,15.0,2.0,1.0,3.0,,,89.0
10,"Eagleton, Nathan",11,8,10,21,,1.0,,1.0,,4.0,1.0,2.0,,,,4.0,17.0,,,1.0,1.0,,80.0
9,"Gilbee, Lindsay",18,6,10,28,1,1.0,,2.0,3.0,4.0,1.0,4.0,,2.0,,3.0,26.0,,,4.0,1.0,1.0,72.0
16,"Griffen, Ryan",12,8,19,31,1,1.0,,2.0,2.0,2.0,2.0,2.0,,,3.0,5.0,25.0,,1.0,1.0,2.0,1.0,72.0
8,"Hahn, Mitch",8,1,10,18,1,1.0,3.0,4.0,1.0,2.0,4.0,,,,,9.0,8.0,,1.0,1.0,,,85.0
40,"Harbrow, Jarrod",15,6,11,26,,,,1.0,2.0,2.0,,,,,,2.0,24.0,,,3.0,4.0,2.0,75.0
25,"Hargrave, Ryan",15,8,17,32,,,,,6.0,2.0,,,1.0,,1.0,9.0,23.0,1.0,,2.0,,,88.0
7,"Higgins, Shaun",14,9,6,20,3,1.0,,2.0,,4.0,,2.0,,1.0,,4.0,16.0,2.0,3.0,,1.0,2.0,60.0
20,"Hill, Josh",11,6,4,15,2,1.0,,5.0,,2.0,,1.0,3.0,1.0,,5.0,10.0,1.0,2.0,,,,83.0
15,"Hudson, Ben",3,3,11,14,,1.0,12.0,5.0,,2.0,5.0,3.0,4.0,2.0,,6.0,7.0,1.0,,3.0,,,66.0
6,"Johnson, Brad",17,11,7,24,3,,,4.0,1.0,7.0,,2.0,3.0,,,6.0,18.0,1.0,4.0,1.0,,3.0,90.0
36,"Lake, Brian",14,10,7,21,,,,3.0,4.0,,,,1.0,,,7.0,12.0,3.0,,10.0,,,97.0
27,"Minson, Will",4,2,7,11,1,,19.0,5.0,1.0,1.0,3.0,3.0,1.0,1.0,,3.0,7.0,,1.0,2.0,1.0,,78.0
38,"Morris, Dale",6,3,3,9,,1.0,,4.0,2.0,1.0,,,,,,,8.0,,,8.0,,,99.0
2,"Murphy, Robert",16,8,6,22,,,,3.0,5.0,3.0,1.0,1.0,1.0,,,4.0,16.0,1.0,,2.0,3.0,1.0,81.0
42,"Picken, Liam",5,3,8,13,,,,6.0,1.0,,,2.0,5.0,2.0,,5.0,10.0,,,1.0,,,87.0
11,"Reid, Sam",2,3,9,11,,,,5.0,1.0,,2.0,,,,,5.0,6.0,,,2.0,,,72.0
14,"Ward, Callan",8,3,5,13,,1.0,,2.0,2.0,1.0,2.0,5.0,4.0,2.0,,6.0,8.0,,,,,,79.0
28,"Welsh, Scott",9,6,3,12,3,1.0,,2.0,,4.0,,2.0,,1.0,,6.0,6.0,1.0,3.0,1.0,,2.0,88.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,234,131,219,453,19,19.0,36.0,68.0,37.0,52.0,43.0,37.0,25.0,14.0,6.0,122.0,324.0,13.0,21.0,48.0,15.0,13.0,
Opposition,Opposition,162,92,174,336,6,9.0,34.0,48.0,27.0,45.0,26.0,43.0,14.0,25.0,,94.0,243.0,4.0,7.0,34.0,6.0,4.0,
