Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
7,"Ash, Lachie",20y 46d,31 (16-1-14 53.23%),2 (0.06),←,
32,"Briggs, Kieren",21y 304d,4 (2-0-2 50.00%),2 (0.50),←,
46,"Brown, Callum",20y 356d,2 (1-0-1 50.00%),2 (1.00),←,
5,"Bruhn, Tanner",19y 71d,9 (3-0-6 33.33%),4 (0.44),←,
21,"Buntine, Matt",27y 291d,67 (35-0-32 52.24%),4 (0.06),←,
13,"Cumming, Isaac",22y 360d,30 (14-1-15 48.33%),1 (0.03),←,
16,"Daniels, Brent",22y 150d,62 (35-0-27 56.45%),22 (0.35),←,
24,"de Boer, Matt",31y 149d,207 (118-5-84 58.21%),76 (0.37),69 (40-4-25 60.87%),28 (0.41)
4,"Greene, Toby",27y 315d,174 (79-2-93 45.98%),224 (1.29),←,
19,"Haynes, Nick",29y 80d,162 (78-4-80 49.38%),9 (0.06),←,
27,"Himmelberg, Harry",25y 90d,101 (59-2-40 59.41%),119 (1.18),←,
39,"Idun, Connor",21y 8d,22 (10-1-11 47.73%),,←,
33,"OHalloran, Xavier",21y 26d,17 (8-1-8 50.00%),4 (0.24),←,
45,"Peatling, James",20y 350d,2 (1-0-1 50.00%),,←,
36,"Perryman, Harry",22y 230d,66 (33-1-32 50.76%),17 (0.26),←,
26,"Riccardi, Jake",21y 272d,13 (7-0-6 53.85%),11 (0.85),←,
34,"Shipley, Nick",22y 42d,6 (3-0-3 50.00%),,←,
28,"Sproule, Zach",23y 86d,7 (3-0-4 42.86%),8 (1.14),←,
42,"Stein, Jake",27y 201d,7 (4-1-2 64.29%),,←,
14,"Taranto, Tim",23y 190d,94 (53-2-39 57.45%),36 (0.38),←,
15,"Taylor, Sam",22y 93d,49 (30-0-19 61.22%),1 (0.02),←,
8,"Ward, Callan",31y 118d,244 (109-4-131 45.49%),121 (0.50),184 (77-4-103 42.93%),88 (0.48)
6,"Whitfield, Lachie",27y 19d,163 (80-4-79 50.31%),64 (0.39),←,
Totals,Totals,24y 24d,1539 (781-29-729 50.75%),727 (0.47),,
C,"Cameron, Leon",48y 338d,180 (96-4-80 54.44%),,←,
