Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
24,"Allan, Matthew",27y 39d,132 (73-0-59 55.30%),72 (0.55),←,
29,"Beaumont, Simon",26y 114d,110 (65-0-45 59.09%),72 (0.65),←,
21,"Bradley, Craig",38y 165d,358 (218-2-138 61.17%),241 (0.67),←,
16,"Camporeale, Scott",26y 238d,152 (94-0-58 61.84%),146 (0.96),←,
25,"Fevola, Brendan",21y 76d,34 (21-0-13 61.76%),54 (1.59),←,
31,"Fletcher, Simon",23y 232d,56 (35-0-21 62.50%),26 (0.46),←,
45,"Franchina, Anthony",24y 177d,74 (43-0-31 58.11%),23 (0.31),←,
9,"Hickmott, Adrian",30y 7d,154 (98-0-56 63.64%),97 (0.63),104 (66-0-38 63.46%),73 (0.70)
33,"Houlihan, Ryan",20y 75d,38 (22-0-16 57.89%),37 (0.97),←,
12,"Lappin, Matthew",26y 48d,129 (71-1-57 55.43%),141 (1.09),74 (43-0-31 58.11%),115 (1.55)
10,"Mansfield, Michael",30y 241d,221 (129-1-91 58.60%),113 (0.51),40 (26-0-14 65.00%),13 (0.32)
22,"Manton, Glenn",28y 309d,166 (98-0-68 59.04%),34 (0.20),145 (87-0-58 60.00%),30 (0.21)
5,"McKay, Andrew",31y 266d,205 (125-1-79 61.22%),28 (0.14),←,
2,"McKernan, Corey",28y 108d,184 (119-0-65 64.67%),235 (1.28),2 (0-0-2 0.00%),2 (1.00)
19,"Merrington, Andrew",23y 130d,5 (2-0-3 40.00%),3 (0.60),←,
18,"Murphy, Justin",25y 347d,111 (56-0-55 50.45%),95 (0.86),81 (41-0-40 50.62%),77 (0.95)
40,"Plunkett, Jim",23y 254d,27 (14-0-13 51.85%),8 (0.30),17 (9-0-8 52.94%),7 (0.41)
28,"Prendergast, Ian",21y 216d,10 (5-0-5 50.00%),4 (0.40),←,
7,"Ratten, Brett",30y 269d,238 (140-0-98 58.82%),106 (0.45),←,
36,"Sporn, Trent",19y 195d,1 (0-0-1 0.00%),,←,
8,"Whitnall, Lance",22y 226d,113 (63-0-50 55.75%),228 (2.02),←,
34,"Wiggins, Simon",19y 207d,7 (4-0-3 57.14%),3 (0.43),←,
Totals,Totals,25y 345d,2525 (1495-5-1025 59.21%),1766 (0.70),,
C,"Brittain, Wayne",43y 297d,26 (15-0-11 57.69%),,←,
