North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
33,"Allison, Brett",21y 337d,44 (17-1-26 39.77%),30 (0.68),←,
11,"Angus, Warwick",20y 288d,8 (4-0-4 50.00%),2 (0.25),←,
14,"Buckley, Ben",22y 303d,39 (15-0-24 38.46%),10 (0.26),←,
18,"Carey, Wayne",18y 336d,9 (4-0-5 44.44%),9 (1.00),←,
23,"Clarkson, Alastair",22y 1d,41 (17-2-22 43.90%),49 (1.20),←,
27,"Crocker, Darren",23y 33d,56 (26-1-29 47.32%),41 (0.73),←,
29,"German, Peter",25y 85d,111 (53-3-55 49.10%),139 (1.25),←,
26,"Harris, Darren",24y 254d,45 (21-1-23 47.78%),24 (0.53),←,
34,"Hepburn, Mark",21y 242d,39 (17-1-21 44.87%),24 (0.62),←,
9,"Larkin, Matthew",25y 252d,113 (55-3-55 50.00%),96 (0.85),←,
35,"Longmire, John",19y 118d,32 (10-1-21 32.81%),53 (1.66),←,
4,"Martyn, Mick",21y 240d,41 (15-1-25 37.80%),4 (0.10),←,
16,"McCarthy, John",23y 29d,43 (15-1-27 36.05%),33 (0.77),←,
19,"McRae, Dean",21y 167d,51 (22-1-28 44.12%),17 (0.33),←,
28,"Pickering, Liam",21y 231d,10 (2-0-8 20.00%),7 (0.70),←,
3,"Rock, Anthony",19y 211d,9 (5-0-4 55.56%),5 (0.56),←,
2,"Schwass, Wayne",21y 152d,34 (12-0-22 35.29%),18 (0.53),←,
15,"Smith, Ross",25y 84d,107 (47-2-58 44.86%),24 (0.22),←,
7,"Steele, Darren",24y 15d,88 (38-1-49 43.75%),25 (0.28),←,
46,"Stevens, Anthony",18y 300d,9 (3-0-6 33.33%),,←,
Totals,Totals,22y 56d,929 (398-19-512 42.84%),610 (0.66),,
C,"Schimmelbusch, Wayne",37y 99d,5 (2-0-3 40.00%),,←,
