Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",23y 111d,72 (31-2-39 44.44%),41 (0.57),←,
35,"Baxter, Darren",27y 24d,108 (49-3-56 46.76%),18 (0.17),←,
6,"Campbell, Tony",24y 243d,79 (42-0-37 53.16%),61 (0.77),4 (3-0-1 75.00%),
20,"Coleman, Glenn",31y 69d,169 (90-2-77 53.85%),94 (0.56),44 (22-1-21 51.14%),30 (0.68)
26,"Del-Re, Danny",24y 60d,24 (12-1-11 52.08%),39 (1.63),←,
32,"Foster, Peter",31y 315d,154 (80-3-71 52.92%),56 (0.36),147 (77-3-67 53.40%),54 (0.37)
29,"Grant, Chris",19y 121d,39 (20-1-18 52.56%),77 (1.97),←,
7,"Hawkins, Doug",31y 343d,269 (109-4-156 41.26%),174 (0.65),←,
10,"Hunter, Mark",26y 222d,64 (27-2-35 43.75%),2 (0.03),←,
4,"Kellett, Nigel",22y 116d,24 (11-0-13 45.83%),6 (0.25),←,
21,"Kolyniuk, Steven",21y 282d,47 (23-1-23 50.00%),53 (1.13),←,
39,"Liberatore, Tony",26y 61d,63 (34-1-28 54.76%),40 (0.63),←,
27,"Macpherson, Stephen",27y 132d,142 (67-3-72 48.24%),136 (0.96),←,
25,"Mansfield, Matthew",22y 293d,6 (3-0-3 50.00%),,←,
33,"Royal, Brian",30y 122d,174 (90-2-82 52.30%),238 (1.37),←,
34,"Sexton, Ben",19y 166d,8 (4-1-3 56.25%),10 (1.25),←,
31,"Smith, Rohan",18y 317d,4 (3-0-1 75.00%),4 (1.00),←,
8,"Toohey, Bernard",29y 54d,227 (113-1-113 50.00%),112 (0.49),4 (3-0-1 75.00%),1 (0.25)
24,"Wallis, Stephen",27y 168d,181 (93-2-86 51.93%),40 (0.22),←,
15,"Wynd, Scott",22y 78d,59 (26-1-32 44.92%),11 (0.19),←,
Totals,Totals,25y 147d,1913 (927-30-956 48.46%),1212 (0.63),,
C,"Wheeler, Terry",37y 30d,48 (24-1-23 51.04%),,←,
