Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
18,"Cameron, Leon",24y 321d,125 (64-2-59 52.00%),54 (0.43),←,
16,"Croft, Matthew",24y 144d,57 (31-2-24 56.14%),33 (0.58),←,
14,"Darcy, Luke",22y 8d,40 (16-1-23 41.25%),32 (0.80),←,
21,"Dent, Matthew",25y 184d,61 (12-0-49 19.67%),12 (0.20),14 (8-0-6 57.14%),3 (0.21)
28,"Dimattina, Paul",22y 240d,25 (13-0-12 52.00%),9 (0.36),←,
32,"Ellis, Craig",22y 46d,38 (18-0-20 47.37%),,←,
3,"Grant, Chris",24y 219d,159 (80-3-76 51.26%),298 (1.87),←,
37,"Hargraves, Daniel",21y 177d,37 (14-0-23 37.84%),62 (1.68),←,
9,"Hudson, Paul",27y,149 (89-0-60 59.73%),286 (1.92),15 (9-0-6 60.00%),22 (1.47)
6,"Johnson, Brad",21y 2d,68 (29-2-37 44.12%),42 (0.62),←,
2,"Kolyniuk, Steven",27y 15d,135 (67-1-67 50.00%),140 (1.04),←,
35,"Kretiuk, Steven",25y 16d,69 (36-1-32 52.90%),9 (0.13),←,
39,"Liberatore, Tony",31y 159d,189 (98-3-88 52.65%),88 (0.47),←,
1,"Minton-Connell, Simon",28y 85d,103 (30-0-73 29.13%),295 (2.86),16 (10-0-6 62.50%),43 (2.69)
10,"Montgomery, Brett",24y 49d,8 (7-0-1 87.50%),8 (1.00),←,
36,"Romero, Jose",25y 353d,142 (72-1-69 51.06%),123 (0.87),53 (23-1-29 44.34%),25 (0.47)
5,"Smith, Rohan",24y 50d,91 (45-2-44 50.55%),57 (0.63),←,
8,"Southern, Daniel",22y 200d,58 (27-1-30 47.41%),9 (0.16),←,
7,"West, Scott",22y 248d,94 (45-1-48 48.40%),39 (0.41),←,
24,"Wira, Brad",25y 126d,36 (14-1-21 40.28%),2 (0.06),35 (14-1-20 41.43%),2 (0.06)
15,"Wynd, Scott",27y 176d,162 (78-3-81 49.07%),26 (0.16),←,
Totals,Totals,24y 273d,1846 (885-24-937 47.94%),1624 (0.88),,
C,"Wallace, Terry",38y 219d,26 (13-0-13 50.00%),,←,
