Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
3,"Bartel, Jimmy",29y 157d,232 (164-2-66 71.12%),152 (0.66),←,
46,"Blicavs, Mark",22y 43d,7 (7-0-0 100.00%),3 (0.43),←,
28,"Christensen, Allen",21y 356d,43 (33-0-10 76.74%),39 (0.91),←,
22,"Duncan, Mitch",21y 334d,58 (47-0-11 81.03%),56 (0.97),←,
44,"Enright, Corey",31y 238d,251 (166-2-83 66.53%),54 (0.22),←,
29,"Guthrie, Cameron",20y 264d,23 (17-0-6 73.91%),1 (0.04),←,
26,"Hawkins, Tom",24y 293d,107 (86-0-21 80.37%),184 (1.72),←,
33,"Horlin-Smith, George",20y 139d,8 (7-0-1 87.50%),3 (0.38),←,
19,"Hunt, Taylor",22y 186d,48 (38-0-10 79.17%),14 (0.29),←,
20,"Johnson, Steve",29y 310d,201 (145-2-54 72.64%),386 (1.92),←,
9,"Kelly, James",29y 132d,217 (148-1-68 68.43%),78 (0.36),←,
13,"Lonergan, Tom",28y 358d,104 (79-1-24 76.44%),50 (0.48),←,
4,"Mackie, Andrew",28y 276d,180 (140-0-40 77.78%),81 (0.45),←,
32,"Motlop, Steven",22y 59d,34 (24-0-10 70.59%),39 (1.15),←,
31,"Podsiadly, James",31y 242d,67 (51-0-16 76.12%),142 (2.12),←,
15,"Schroder, Jordan",20y 156d,2 (2-0-0 100.00%),1 (0.50),←,
14,"Selwood, Joel",24y 349d,142 (118-0-24 83.10%),69 (0.49),←,
2,"Smedts, Billie",20y 336d,21 (17-0-4 80.95%),16 (0.76),←,
27,"Stokes, Mathew",28y 169d,138 (111-0-27 80.43%),188 (1.36),←,
7,"Taylor, Harry",26y 332d,119 (96-0-23 80.67%),32 (0.27),←,
40,"Thurlow, Jackson",19y 43d,1 (1-0-0 100.00%),,←,
12,"West, Trent",25y 205d,48 (38-0-10 79.17%),20 (0.42),←,
Totals,Totals,25y 44d,2051 (1535-8-508 74.84%),1608 (0.78),,
C,"Scott, Chris",37y 7d,55 (44-0-11 80.00%),,←,
