St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
26,"Battle, Josh",21y 340d,32 (14-0-18 43.75%),17 (0.53),←,
15,"Billings, Jack",24y 354d,117 (45-1-71 38.89%),84 (0.72),←,
16,"Butler, Dan",24y 64d,55 (38-0-17 69.09%),74 (1.35),10 (7-0-3 70.00%),21 (2.10)
2,"Carlisle, Jake",28y 310d,143 (65-1-77 45.80%),61 (0.43),58 (25-1-32 43.97%),7 (0.12)
11,"Clark, Hunter",21y 133d,39 (16-1-22 42.31%),6 (0.15),←,
1,"Coffield, Nick",20y 288d,27 (10-1-16 38.89%),1 (0.04),←,
4,"Gresham, Jade",22y 348d,91 (40-1-50 44.51%),98 (1.08),←,
8,"Hill, Bradley",27y 28d,159 (101-0-58 63.52%),80 (0.50),10 (7-0-3 70.00%),1 (0.10)
40,"Hind, Nick",25y 353d,16 (8-0-8 50.00%),16 (1.00),←,
20,"Howard, Dougal",24y 134d,55 (30-0-25 54.55%),15 (0.27),10 (7-0-3 70.00%),1 (0.10)
3,"Jones, Zak",25y 144d,99 (55-0-44 55.56%),27 (0.27),9 (6-0-3 66.67%),4 (0.44)
25,"Kent, Dean",26y 164d,83 (31-0-52 37.35%),83 (1.00),20 (11-0-9 55.00%),20 (1.00)
12,"King, Max",20y 30d,10 (7-0-3 70.00%),15 (1.50),←,
21,"Long, Ben",22y 351d,37 (13-1-23 36.49%),21 (0.57),←,
19,"Marshall, Rowan",24y 256d,43 (16-0-27 37.21%),21 (0.49),←,
28,"Membrey, Tim",26y 72d,102 (46-2-54 46.08%),181 (1.77),101 (45-2-54 45.54%),181 (1.79)
33,"Paton, Ben",21y 292d,26 (12-0-14 46.15%),4 (0.15),←,
30,"Phillips, Ed",22y 130d,12 (3-0-9 25.00%),1 (0.08),←,
18,"Ryder, Paddy",32y 145d,250 (126-4-120 51.20%),174 (0.70),7 (5-0-2 71.43%),3 (0.43)
35,"Sinclair, Jack",25y 176d,89 (35-1-53 39.89%),40 (0.45),←,
9,"Steele, Jack",24y 237d,88 (36-1-51 41.48%),30 (0.34),71 (28-1-42 40.14%),21 (0.30)
44,"Wilkie, Callum",24y 149d,32 (16-0-16 50.00%),,←,
Totals,Totals,24y 188d,1605 (763-14-828 47.54%),1049 (0.65),,
C,"Ratten, Brett",49y 26d,136 (70-1-65 51.84%),,16 (10-0-6 62.50%),
