Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
29,"Ambrose, Patrick",7,6.0,8,15,,,,2,1.0,,,2.0,1.0,,,8,8,1.0,,5.0,,,84.0
28,"Brown, Mitch",14,8.0,9,23,4.0,,,1,1.0,2.0,,2.0,1.0,,,4,18,,3.0,,,,94.0
37,"Clarke, Dylan",8,2.0,11,19,,,,6,2.0,3.0,2.0,4.0,,3.0,,8,11,,,1.0,,,81.0
10,"Francis, Aaron",7,3.0,10,17,,1.0,,1,4.0,2.0,,1.0,1.0,,,6,12,,,8.0,,2.0,72.0
8,"Gleeson, Martin",11,5.0,9,20,,,,3,3.0,2.0,1.0,1.0,2.0,,,8,11,1.0,,4.0,,,85.0
35,"Guelfi, Matt",6,3.0,3,9,1.0,,,3,1.0,1.0,,1.0,,1.0,,1,5,1.0,1.0,,,1.0,66.0
36,"Hartley, Michael",8,7.0,8,16,,,4.0,3,3.0,3.0,3.0,5.0,,4.0,,11,7,2.0,,4.0,,,93.0
21,"Heppell, Dyson",7,1.0,13,20,1.0,,,5,1.0,3.0,2.0,1.0,3.0,,,9,9,1.0,,2.0,,,74.0
26,"Hooker, Cale",10,7.0,9,19,1.0,1.0,,1,3.0,1.0,2.0,4.0,1.0,2.0,,11,8,1.0,2.0,3.0,,,93.0
4,"Langford, Kyle",2,3.0,11,13,,,,2,2.0,1.0,,2.0,,1.0,,4,9,,1.0,,,,89.0
43,"McDonald-Tipungwuti, Anthony",8,3.0,5,13,1.0,,,2,,5.0,1.0,2.0,1.0,1.0,,4,10,,,1.0,,4.0,72.0
1,"McGrath, Andrew",10,2.0,7,17,1.0,,,2,3.0,1.0,,4.0,,,,2,14,,,1.0,,,79.0
45,"McKenna, Conor",15,,9,24,,,,2,6.0,2.0,,1.0,,,,3,15,,,,7.0,,91.0
44,"McKernan, Shaun",11,1.0,5,16,,,22.0,4,,3.0,3.0,6.0,,2.0,,11,5,,,2.0,,,84.0
7,"Merrett, Zach",20,5.0,11,31,2.0,3.0,,3,2.0,5.0,4.0,,2.0,,3.0,11,19,,,,1.0,1.0,76.0
3,"Parish, Darcy",8,1.0,10,18,,1.0,,6,,2.0,2.0,3.0,2.0,,,11,8,,,,,1.0,66.0
27,"Redman, Mason",16,5.0,9,25,,,,1,2.0,1.0,,2.0,,,,5,16,,,4.0,,,91.0
42,"Saad, Adam",11,4.0,3,14,,,,3,2.0,1.0,1.0,1.0,,,,3,10,,,4.0,1.0,,84.0
9,"Shiel, Dylan",9,,14,23,1.0,,,6,,5.0,5.0,4.0,,1.0,,11,12,,,1.0,5.0,,77.0
40,"Snelling, Will",5,2.0,10,15,1.0,,,3,1.0,1.0,,4.0,2.0,1.0,,5,10,,1.0,1.0,,,77.0
25,"Stringer, Jake",7,1.0,6,13,2.0,,,5,,2.0,3.0,2.0,,2.0,,9,5,1.0,1.0,,,1.0,85.0
11,"Zaharakis, David",12,6.0,13,25,,,,2,2.0,4.0,1.0,5.0,,,,7,17,1.0,,1.0,1.0,1.0,89.0
Totals,Totals,212,75.0,193,405,15.0,6.0,26.0,66,39.0,50.0,30.0,57.0,16.0,18.0,3.0,152,239,9.0,9.0,42.0,15.0,11.0,
Opposition,Opposition,242,109.0,182,424,10.0,15.0,44.0,49,35.0,52.0,48.0,44.0,18.0,16.0,3.0,141,271,9.0,15.0,40.0,5.0,8.0,
