Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",29y 168d,221 (136-0-85 61.54%),121 (0.55),←,
12,"Blakey, John",36y 46d,359 (190-0-169 52.92%),110 (0.31),224 (138-0-86 61.61%),72 (0.32)
22,"Burton, Matthew",32y 112d,137 (56-0-81 40.88%),62 (0.45),67 (34-0-33 50.75%),30 (0.45)
45,"Cochrane, Stuart",24y 50d,50 (23-0-27 46.00%),11 (0.22),←,
2,"Colbert, Leigh",27y 93d,156 (89-1-66 57.37%),63 (0.40),51 (27-0-24 52.94%),13 (0.25)
6,"Grant, Shannon",25y 142d,172 (103-1-68 60.17%),188 (1.09),114 (71-0-43 62.28%),150 (1.32)
39,"Harding, Leigh",21y 135d,24 (12-0-12 50.00%),34 (1.42),←,
29,"Harvey, Brent",24y 117d,129 (81-0-48 62.79%),148 (1.15),←,
21,"Jones, Corey",21y 194d,19 (8-0-11 42.11%),10 (0.53),←,
34,"King, David",30y 185d,198 (125-0-73 63.13%),111 (0.56),←,
35,"Makepeace, Troy",23y 186d,62 (32-0-30 51.61%),16 (0.26),←,
4,"Martyn, Mick",34y 8d,287 (170-1-116 59.41%),16 (0.06),←,
32,"Morrell, Digby",22y 333d,26 (13-0-13 50.00%),29 (1.12),←,
20,"Petrie, Drew",19y 328d,19 (8-0-11 42.11%),10 (0.53),←,
28,"Pickett, Byron",25y 28d,120 (74-0-46 61.67%),81 (0.68),←,
17,"Porter, Mark",25y 332d,76 (39-0-37 51.32%),18 (0.24),21 (11-0-10 52.38%),5 (0.24)
3,"Rawlings, Brady",21y 90d,50 (31-0-19 62.00%),19 (0.38),←,
30,"Robbins, Ben",25y 255d,75 (37-2-36 50.67%),17 (0.23),23 (12-0-11 52.17%),3 (0.13)
26,"Rocca, Saverio",28y 292d,198 (89-2-107 45.45%),612 (3.09),42 (19-0-23 45.24%),98 (2.33)
7,"Simpson, Adam",26y 204d,159 (102-0-57 64.15%),50 (0.31),←,
9,"Sinclair, Jess",24y 13d,83 (28-0-55 33.73%),43 (0.52),33 (15-0-18 45.45%),17 (0.52)
40,"Teague, David",21y 126d,26 (13-0-13 50.00%),4 (0.15),←,
Totals,Totals,25y 355d,2646 (1459-7-1180 55.14%),1773 (0.67),,
C,"Pagan, Denis",54y 349d,240 (150-0-90 62.50%),,←,
