North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
13,"Adams, Leigh",21y 125d,5 (3-1-1 70.00%),2 (0.40),←,
44,"Anthony, Liam",21y 334d,7 (1-1-5 21.43%),1 (0.14),←,
33,"Campbell, Matt",22y 200d,44 (24-1-19 55.68%),51 (1.16),←,
11,"Firrito, Michael",25y 255d,124 (60-2-62 49.19%),23 (0.19),←,
38,"Gibson, Josh",25y 149d,62 (27-1-34 44.35%),1 (0.02),←,
22,"Goldstein, Todd",21y 39d,13 (6-1-6 50.00%),9 (0.69),←,
24,"Greenwood, Levi",20y 171d,8 (1-1-6 18.75%),1 (0.13),←,
17,"Grima, Nathan",24y 4d,10 (2-1-7 25.00%),,←,
6,"Hansen, Lachlan",20y 357d,26 (11-1-14 44.23%),12 (0.46),←,
4,"Harris, Daniel",27y 91d,148 (72-2-74 49.32%),44 (0.30),←,
29,"Harvey, Brent",31y 87d,276 (150-3-123 54.89%),317 (1.15),←,
21,"Jones, Corey",28y 164d,154 (72-2-80 47.40%),211 (1.37),←,
1,"McIntosh, Hamish",24y 339d,76 (30-2-44 40.79%),36 (0.47),←,
42,"McMahon, Scott",23y 68d,48 (23-1-24 48.96%),23 (0.48),←,
20,"Petrie, Drew",26y 298d,173 (81-3-89 47.69%),147 (0.85),←,
5,"Power, Sam",26y 38d,122 (44-4-74 37.70%),18 (0.15),38 (16-2-20 44.74%),2 (0.05)
30,"Pratt, Daniel",26y 141d,97 (47-1-49 48.97%),9 (0.09),94 (46-1-47 49.47%),8 (0.09)
3,"Rawlings, Brady",28y 60d,198 (98-2-98 50.00%),59 (0.30),←,
9,"Swallow, Andrew",22y 68d,59 (24-1-34 41.53%),27 (0.46),←,
12,"Thomas, Lindsay",21y 162d,52 (23-2-27 46.15%),63 (1.21),←,
16,"Thompson, Scott",23y 92d,25 (5-2-18 24.00%),,←,
14,"Urquhart, Gavin",21y 83d,31 (11-0-20 35.48%),,←,
Totals,Totals,24y 101d,1758 (815-35-908 46.36%),1054 (0.60),,
C,"Crocker, Darren",42y 136d,7 (1-1-5 21.43%),,←,
