St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
17,"Allen, Tim",21y 203d,12 (8-0-4 66.67%),7 (0.58),←,
18,"Bowey, Brett",22y 337d,50 (19-0-31 38.00%),58 (1.16),←,
3,"Burke, Nathan",22y 86d,103 (42-1-60 41.26%),27 (0.26),←,
15,"Coghlan, Frank",29y 184d,100 (36-1-63 36.50%),54 (0.54),←,
8,"Devonport, Craig",22y 96d,42 (19-0-23 45.24%),42 (1.00),←,
22,"Dipetta, Aldo",20y 120d,5 (2-0-3 40.00%),3 (0.60),←,
16,"Fletcher, Adrian",22y 205d,30 (16-0-14 53.33%),14 (0.47),7 (4-0-3 57.14%),4 (0.57)
32,"Georgiou, John",16y 210d,1 (1-0-0 100.00%),,←,
6,"Grant, David",25y 269d,143 (49-0-94 34.27%),66 (0.46),←,
35,"Harvey, Robert",20y 255d,64 (30-1-33 47.66%),47 (0.73),←,
52,"Kickett, Dale",23y 364d,22 (7-0-15 31.82%),18 (0.82),5 (3-0-2 60.00%),5 (1.00)
4,"Lockett, Tony",26y 54d,148 (51-0-97 34.46%),696 (4.70),←,
23,"Loewe, Stewart",23y 345d,125 (48-1-76 38.80%),158 (1.26),←,
12,"Morris, Russell",29y 336d,122 (89-2-31 73.77%),68 (0.56),29 (18-1-10 63.79%),16 (0.55)
1,"Newport, Stephen",26y 179d,128 (71-1-56 55.86%),62 (0.48),27 (17-1-9 64.81%),4 (0.15)
41,"Pekin, Tim",27y 101d,158 (76-1-81 48.42%),37 (0.23),51 (27-1-23 53.92%),22 (0.43)
13,"Ralphsmith, Sean",25y 140d,18 (10-1-7 58.33%),4 (0.22),14 (8-1-5 60.71%),1 (0.07)
31,"Shanahan, Jamie",24y 148d,5 (3-0-2 60.00%),,←,
9,"Vidovic, Lazar",27y 31d,15 (11-0-4 73.33%),,←,
7,"Winmar, Nicky",26y 220d,104 (43-0-61 41.35%),176 (1.69),←,
Totals,Totals,24y 103d,1395 (631-9-755 45.23%),1537 (1.10),,
C,"Sheldon, Ken",32y 123d,52 (27-1-24 52.88%),,←,
