Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Bradley, Kepler",7,5,7,14,,,3.0,2.0,,3.0,1.0,3.0,,2.0,,3.0,11.0,,,2.0,,,60.0
36,"Browne, Andrew",4,3,7,11,,,,2.0,,2.0,,4.0,1.0,,,3.0,8.0,,,2.0,,,68.0
15,"Crowley, Ryan",7,1,3,10,,,,2.0,,4.0,3.0,1.0,2.0,,,4.0,6.0,,,,,,81.0
25,"Dodd, Steven",5,3,8,13,1,1.0,,4.0,1.0,1.0,,5.0,2.0,2.0,,4.0,11.0,,2.0,3.0,,,79.0
41,"Duffield, Paul",16,5,4,20,,,,4.0,2.0,3.0,1.0,8.0,1.0,1.0,,6.0,14.0,2.0,1.0,2.0,1.0,,87.0
14,"Grover, Antoni",5,3,4,9,,,,,1.0,1.0,,,1.0,,,7.0,2.0,1.0,,4.0,,,86.0
4,"Hasleby, Paul",5,6,19,24,,,,1.0,1.0,1.0,5.0,2.0,,,,11.0,12.0,,,,1.0,,72.0
42,"Head, Josh",8,4,,8,,,,1.0,1.0,4.0,,3.0,,1.0,,1.0,6.0,,,1.0,2.0,,94.0
32,"Hill, Stephen",1,,4,5,,,,2.0,,,,1.0,1.0,1.0,,2.0,3.0,,,1.0,,,72.0
5,"Ibbotson, Garrick",5,2,5,10,,,,1.0,2.0,1.0,,2.0,,1.0,,4.0,6.0,,,3.0,,1.0,89.0
37,"Johnson, Michael",8,4,6,14,,,1.0,2.0,,2.0,1.0,,1.0,,,5.0,10.0,1.0,,3.0,,,92.0
18,"McPharlin, Luke",6,4,6,12,,1.0,,,2.0,,1.0,3.0,,2.0,,5.0,5.0,1.0,1.0,7.0,,,90.0
16,"Mundy, David",14,8,6,20,1,1.0,,3.0,2.0,3.0,1.0,,1.0,,,5.0,14.0,1.0,3.0,2.0,1.0,,82.0
10,"Palmer, Rhys",13,8,8,21,2,,,2.0,1.0,3.0,,1.0,1.0,,,5.0,16.0,,1.0,,,,72.0
29,"Pavlich, Matthew",10,5,6,16,2,2.0,,3.0,1.0,6.0,2.0,3.0,1.0,1.0,,8.0,9.0,2.0,2.0,3.0,,1.0,90.0
7,"Peake, Brett",6,2,5,11,2,,,3.0,1.0,2.0,,1.0,,,,3.0,8.0,1.0,2.0,,2.0,,83.0
31,"Sandilands, Aaron",5,3,12,17,,1.0,36.0,2.0,1.0,1.0,2.0,2.0,,1.0,,10.0,7.0,1.0,1.0,1.0,,1.0,91.0
3,"Schammer, Byron",9,4,9,18,1,,,5.0,1.0,3.0,3.0,1.0,1.0,1.0,,5.0,13.0,,,1.0,1.0,,73.0
6,"Solomon, Dean",10,6,6,16,1,2.0,,2.0,3.0,2.0,2.0,5.0,1.0,3.0,,7.0,9.0,,2.0,2.0,,,80.0
8,"Suban, Nick",6,3,3,9,,1.0,,3.0,4.0,2.0,1.0,4.0,1.0,2.0,,3.0,5.0,,,2.0,,,74.0
20,"Tarrant, Chris",8,7,3,11,,1.0,,4.0,,4.0,1.0,3.0,2.0,2.0,,5.0,7.0,2.0,3.0,1.0,,3.0,94.0
22,"Thornton, Scott",8,4,3,11,,,,,4.0,2.0,,1.0,1.0,1.0,,3.0,8.0,,,4.0,,,90.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,166,90,134,300,10,11.0,40.0,48.0,28.0,50.0,24.0,53.0,18.0,21.0,,109.0,190.0,12.0,18.0,44.0,8.0,6.0,
Opposition,Opposition,231,128,164,395,16,13.0,18.0,53.0,38.0,49.0,32.0,47.0,21.0,18.0,6.0,133.0,262.0,11.0,12.0,38.0,16.0,10.0,
