Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
14,"Breman, Todd",26y 181d,25 (10-0-15 40.00%),20 (0.80),2 (0-0-2 0.00%),5 (2.50)
9,"Campbell, Wayne",19y 216d,17 (6-0-11 35.29%),7 (0.41),←,
18,"Edwards, Stuart",19y 280d,5 (1-0-4 20.00%),2 (0.40),←,
30,"Free, Tony",22y 304d,76 (24-0-52 31.58%),25 (0.33),←,
52,"Griffiths, Stuart",23y 86d,11 (2-0-9 18.18%),9 (0.82),←,
34,"Hogg, Jeff",25y 194d,112 (34-0-78 30.36%),216 (1.93),←,
42,"Honybun, David",30y 23d,47 (16-0-31 34.04%),34 (0.72),42 (13-0-29 30.95%),32 (0.76)
16,"Jackson, Stevan",22y 48d,43 (23-0-20 53.49%),74 (1.72),5 (1-0-4 20.00%),6 (1.20)
2,"Keays, Terry",21y 359d,38 (15-0-23 39.47%),39 (1.03),18 (6-0-12 33.33%),28 (1.56)
33,"Knights, Matthew",21y 204d,72 (22-0-50 30.56%),51 (0.71),←,
4,"Lambert, Craig",23y 204d,87 (25-0-62 28.74%),38 (0.44),←,
5,"Lennon, Bruce",21y 147d,1 (0-0-1 0.00%),1 (1.00),←,
26,"Leys, Brian",24y 79d,72 (24-0-48 33.33%),13 (0.18),←,
27,"Maxfield, Stuart",20y 17d,12 (2-0-10 16.67%),2 (0.17),←,
28,"McQueen, Mark",22y 108d,10 (2-0-8 20.00%),2 (0.20),←,
29,"Menegola, Todd",24y 123d,4 (1-0-3 25.00%),5 (1.25),←,
6,"Naish, Chris",20y 212d,30 (9-0-21 30.00%),42 (1.40),←,
21,"Powell, Tim",24y 12d,52 (16-0-36 30.77%),36 (0.69),←,
41,"Turner, Scott",21y 331d,27 (8-0-19 29.63%),8 (0.30),←,
3,"Weightman, Dale",32y 206d,256 (115-2-139 45.31%),333 (1.30),←,
Totals,Totals,23y 148d,997 (355-2-640 35.61%),957 (0.96),,
C,"Jeans, Allan",58y 218d,559 (353-2-204 63.33%),,5 (1-0-4 20.00%),
