Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
6,"Anderson, Stuart",18,11,6,24,1,,,,1.0,4.0,,,2.0,,,,,,,,,,
44,"Bandy, Daniel",10,5,3,13,,2.0,17.0,,,2.0,2.0,1.0,1.0,,,,,,,,,,
32,"Bond, Chris",7,4,12,19,,1.0,,1.0,,2.0,3.0,,2.0,1.0,1.0,,,,,,,,
42,"Callaghan, Craig",9,4,5,14,1,,,3.0,4.0,2.0,,3.0,1.0,2.0,,,,,,,,,
31,"Clement, James",7,2,5,12,,1.0,,2.0,1.0,4.0,,,1.0,2.0,,,,,,,,,
19,"Dhurrkay, Gary",10,4,3,13,,1.0,,1.0,,2.0,1.0,1.0,,2.0,,,,,,,,,
12,"Dodd, Brad",14,4,12,26,2,1.0,,1.0,1.0,5.0,5.0,5.0,3.0,3.0,,,,,,,,,
37,"Gale, Mark",17,5,13,30,,1.0,,,5.0,5.0,2.0,1.0,,,,,,,,,,,
3,"Harding, Greg",4,4,7,11,,,,1.0,2.0,2.0,,1.0,1.0,2.0,,,,,,,,,
17,"Holland, Brodie",8,2,,8,,1.0,,1.0,,4.0,,,2.0,1.0,,,,,,,,,
14,"Hunter, Kingsley",1,1,2,3,1,,,,,,,,,,,,,,,,,,
38,"Jones, Anthony",8,3,4,12,1,,,2.0,4.0,1.0,1.0,,1.0,,,,,,,,,,
11,"Kickett, Dale",11,3,10,21,,,,,3.0,2.0,,2.0,1.0,,,,,,,,,,
9,"Mann, Peter",8,8,12,20,2,,4.0,1.0,,7.0,4.0,2.0,2.0,,,,,,,,,,
43,"McGovern, Andrew",14,5,4,18,,,,2.0,4.0,2.0,1.0,,3.0,,,,,,,,,,
16,"Michael, Clem",,,4,4,,,8.0,1.0,,,1.0,,,2.0,,,,,,,,,
25,"Norrish, Jason",13,7,13,26,,,,2.0,,2.0,3.0,2.0,1.0,2.0,,,,,,,,,
10,"OReilly, Stephen",14,2,5,19,,,1.0,1.0,2.0,3.0,,,,,,,,,,,,,
23,"Parker, Shane",5,3,6,11,,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,
15,"Sinclair, Jess",15,6,5,20,1,,,1.0,1.0,5.0,3.0,1.0,3.0,2.0,3.0,,,,,,,,
1,"Toia, Luke",9,4,11,20,,1.0,1.0,3.0,,1.0,6.0,,,,,,,,,,,,
26,"Waterhouse, Clive",3,3,5,8,1,2.0,,,,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,205,90,147,352,10,16.0,31.0,24.0,29.0,55.0,32.0,20.0,25.0,21.0,4.0,,,,,,,,
Opposition,Opposition,185,63,124,309,10,8.0,42.0,18.0,38.0,43.0,35.0,21.0,21.0,25.0,2.0,,,,,,,,
