Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
16,"Brown, Luke",7,2,10,17,,,,3.0,2.0,1.0,1.0,,1.0,,,5.0,12.0,,,3.0,,,86.0
2,"Crouch, Brad",13,3,10,23,1,,,3.0,1.0,4.0,2.0,2.0,,1.0,,4.0,19.0,1.0,,,,,81.0
26,"Douglas, Richard",21,5,12,33,,1.0,,3.0,,8.0,7.0,4.0,1.0,1.0,1.0,14.0,18.0,,,2.0,3.0,,87.0
38 ↑,"Grigg, Mitch",5,1,7,12,,,,2.0,2.0,,1.0,2.0,,,,3.0,8.0,,,,,,39.0
45,"Henderson, Ricky",20,9,12,32,,1.0,,4.0,5.0,3.0,,2.0,5.0,,3.0,14.0,19.0,2.0,,5.0,1.0,,87.0
24,"Jacobs, Sam",5,3,6,11,,1.0,25.0,7.0,3.0,,1.0,1.0,,,,5.0,6.0,1.0,1.0,2.0,,,83.0
4,"Jenkins, Josh",11,6,7,18,1,,3.0,2.0,2.0,3.0,1.0,4.0,1.0,2.0,,6.0,10.0,,2.0,1.0,2.0,,86.0
46,"Laird, Rory",10,3,11,21,,,,2.0,2.0,2.0,4.0,,2.0,,,7.0,15.0,,,,,,71.0
27,"Lynch, Tom",10,5,4,14,3,1.0,,2.0,,2.0,,2.0,1.0,2.0,,6.0,9.0,,2.0,,,1.0,82.0
31,"Lyons, Jarryd",10,1,6,16,,1.0,,2.0,1.0,4.0,3.0,,,,,7.0,9.0,,1.0,1.0,,1.0,84.0
14,"Mackay, David",12,4,13,25,,,,2.0,,1.0,,3.0,1.0,1.0,,12.0,11.0,,,,,,79.0
22,"Otten, Andy",10,3,5,15,2,,,3.0,,3.0,,3.0,,1.0,,10.0,5.0,2.0,2.0,3.0,,,89.0
40,"Porplyzia, Jason",4,3,7,11,,2.0,,2.0,,2.0,1.0,1.0,,,,6.0,5.0,,2.0,1.0,,2.0,87.0
25,"Rutten, Ben",5,5,5,10,,,,4.0,1.0,1.0,,1.0,1.0,,,3.0,7.0,,,7.0,,,93.0
9,"Sloane, Rory",11,6,16,27,,,1.0,2.0,1.0,6.0,6.0,,,,,11.0,18.0,,,1.0,,,87.0
33,"Smith, Brodie",14,4,6,20,,1.0,,2.0,4.0,3.0,,3.0,,1.0,,3.0,14.0,,,5.0,1.0,,84.0
12,"Talia, Daniel",7,6,6,13,,,,1.0,1.0,1.0,,2.0,1.0,1.0,,7.0,7.0,1.0,,5.0,,,91.0
1,"Tambling, Richard",12,9,12,24,,,,4.0,,4.0,,3.0,,1.0,,5.0,21.0,,,2.0,,,86.0
5 ↓,"Thompson, Scott",9,3,6,15,,1.0,,6.0,2.0,3.0,1.0,2.0,2.0,1.0,,5.0,9.0,1.0,,,,1.0,62.0
7,"van Berlo, Nathan",13,1,7,20,1,,1.0,7.0,1.0,4.0,6.0,7.0,2.0,5.0,,11.0,9.0,,,1.0,,,89.0
17,"Vince, Bernie",16,4,9,25,2,,,4.0,3.0,4.0,4.0,4.0,1.0,2.0,,10.0,14.0,,,,,1.0,83.0
11,"Wright, Matthew",8,4,6,14,4,,,3.0,2.0,1.0,,1.0,1.0,,,3.0,10.0,,1.0,2.0,1.0,,86.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,233,90,183,416,14,10.0,30.0,70.0,33.0,60.0,38.0,47.0,20.0,19.0,4.0,157.0,255.0,8.0,11.0,41.0,8.0,6.0,
Opposition,Opposition,193,74,125,318,14,8.0,38.0,58.0,41.0,51.0,37.0,47.0,20.0,19.0,2.0,155.0,157.0,17.0,14.0,43.0,8.0,9.0,
