Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
18,"Betts, Eddie",28y 178d,214 (91-3-120 43.22%),370 (1.73),30 (16-0-14 53.33%),80 (2.67)
16,"Brown, Luke",22y 243d,54 (28-0-26 51.85%),3 (0.06),←,
23,"Cameron, Charlie",20y 322d,14 (8-0-6 57.14%),16 (1.14),←,
25,"Cheney, Kyle",25y 271d,47 (28-0-19 59.57%),2 (0.04),6 (4-0-2 66.67%),
44,"Crouch, Matt",20y 32d,11 (8-0-3 72.73%),3 (0.27),←,
32,"Dangerfield, Patrick",25y 48d,139 (72-0-67 51.80%),152 (1.09),←,
28,"Ellis-Yolmen, Cam",22y 115d,7 (3-0-4 42.86%),2 (0.29),←,
8,"Grigg, Mitch",22y 141d,18 (10-0-8 55.56%),15 (0.83),←,
24,"Jacobs, Sam",27y 43d,112 (57-0-55 50.89%),26 (0.23),95 (50-0-45 52.63%),23 (0.24)
4,"Jenkins, Josh",26y 104d,54 (29-0-25 53.70%),85 (1.57),←,
47,"Kelly, Jake",20y 122d,6 (3-0-3 50.00%),,←,
17,"Kerridge, Sam",22y 27d,27 (13-0-14 48.15%),23 (0.85),←,
29,"Laird, Rory",21y 145d,42 (22-0-20 52.38%),4 (0.10),←,
6,"Lever, Jake",19y 79d,3 (2-0-1 66.67%),,←,
27,"Lynch, Tom",24y 250d,45 (27-0-18 60.00%),63 (1.40),39 (23-0-16 58.97%),59 (1.51)
31,"Lyons, Jarryd",22y 305d,27 (14-0-13 51.85%),13 (0.48),←,
14,"Mackay, David",26y 302d,132 (76-0-56 57.58%),42 (0.32),←,
12,"Talia, Daniel",23y 233d,84 (47-0-37 55.95%),4 (0.05),←,
5,"Thompson, Scott",32y 70d,270 (147-0-123 54.44%),154 (0.57),231 (129-0-102 55.84%),137 (0.59)
7,"van Berlo, Nathan",28y 351d,190 (108-0-82 56.84%),65 (0.34),←,
13,"Walker, Taylor",25y 28d,92 (48-0-44 52.17%),222 (2.41),←,
11,"Wright, Matthew",25y 160d,86 (45-0-41 52.33%),58 (0.67),←,
Totals,Totals,24y 96d,1674 (886-3-785 52.93%),1322 (0.79),,
C,"Walsh, Phil",55y 69d,9 (6-0-3 66.67%),,8 (5-0-3 62.50%),
