Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
41,"Adkins, Damien",10,4,5,15,,,,1.0,1.0,3.0,3.0,2.0,1.0,1.0,,5.0,8.0,,,2.0,,,
49,"Betheras, Rupert",10,7,11,21,,,,5.0,2.0,2.0,3.0,,1.0,1.0,,9.0,14.0,1.0,,,,,
26,"Brown, Gavin",4,3,1,5,1,,,,,2.0,1.0,,,,,2.0,3.0,,1.0,1.0,,,
5,"Buckley, Nathan",21,4,14,35,1,,,,6.0,3.0,2.0,2.0,,,3.0,17.0,18.0,1.0,,2.0,2.0,,
17,"Burns, Scott",9,5,6,15,2,2.0,,2.0,,2.0,1.0,2.0,,1.0,,6.0,8.0,2.0,2.0,,,,
40,"Davis, Leon",8,2,2,10,,1.0,,,,3.0,,1.0,,,,3.0,6.0,1.0,,1.0,,,
46,"Dimattina, Andrew",15,9,1,16,,,,1.0,4.0,2.0,,2.0,,1.0,,5.0,11.0,1.0,,4.0,1.0,,
25,"Fraser, Josh",17,9,4,21,1,1.0,16.0,4.0,,3.0,6.0,4.0,2.0,1.0,,13.0,9.0,4.0,1.0,2.0,,,
31,"Johnson, Ben",13,2,11,24,,1.0,,2.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0,14.0,11.0,,,3.0,,,
18,"Licuria, Paul",9,4,8,17,1,,,2.0,2.0,2.0,1.0,1.0,2.0,,,5.0,12.0,,1.0,1.0,,,
24,"Lockyer, Tarkyn",11,5,4,15,,,,2.0,2.0,3.0,,2.0,1.0,,,5.0,8.0,2.0,,1.0,,,
48,"Michael, Mal",5,2,3,8,,1.0,1.0,1.0,,2.0,,2.0,2.0,,,5.0,3.0,1.0,,,,,
11,"OBree, Shane",18,3,7,25,2,1.0,,3.0,4.0,4.0,6.0,2.0,,,,8.0,15.0,,1.0,1.0,,,
2,"Orchard, Mark",3,,,3,,,,2.0,,1.0,2.0,,1.0,,,3.0,1.0,,,,,,
35,"Prestigiacomo, Simon",10,2,4,14,,,,,2.0,1.0,,1.0,,1.0,,7.0,4.0,,,6.0,,,
3,"Richardson, Mark",11,6,7,18,,,,1.0,4.0,2.0,,1.0,1.0,,2.0,9.0,9.0,4.0,,1.0,,,
23,"Rocca, Anthony",12,5,5,17,3,1.0,11.0,3.0,1.0,5.0,7.0,1.0,2.0,3.0,,11.0,7.0,,1.0,3.0,,,
36,"Rocca, Saverio",5,5,3,8,3,1.0,,1.0,,,,4.0,,,,3.0,5.0,2.0,5.0,3.0,,,
44,"Scotland, Heath",5,4,8,13,,1.0,,1.0,,2.0,2.0,1.0,,,,5.0,7.0,,1.0,,1.0,,
20,"Tarrant, Chris",11,6,1,12,1,,,,,5.0,,,2.0,3.0,,7.0,6.0,1.0,2.0,1.0,,,
27,"Ukovic, Andrew",6,2,4,10,2,,,2.0,,2.0,,2.0,,,,3.0,7.0,,1.0,,1.0,,
10,"Williams, Paul",7,3,3,10,,,,5.0,2.0,4.0,2.0,1.0,2.0,2.0,,4.0,7.0,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,220,92,112,332,17,13.0,28.0,38.0,33.0,58.0,40.0,32.0,18.0,15.0,6.0,149.0,179.0,20.0,16.0,32.0,5.0,,
Opposition,Opposition,184,72,108,292,13,4.0,30.0,27.0,31.0,47.0,36.0,30.0,15.0,18.0,,121.0,168.0,9.0,15.0,30.0,5.0,,
