Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",15,2,2,17,,,,2.0,,,,,3.0,1.0,,,,,,,,,
22,"Bain, David",17,2,1,18,,,,,,,,,,2.0,,,,,,,,,
51,"Bell, Corey",19,2,4,23,1,,,2.0,,,,,,1.0,,,,,,,,,
8,"Cameron, David",15,4,2,17,2,1.0,,,,,,,,2.0,,,,,,,,,
25,"Campbell, Matthew",5,,7,12,,,,,,,,,2.0,,,,,,,,,,
1,"Champion, Richard",10,5,6,16,,,,,,,,,2.0,,,,,,,,,,
12,"Clarke, Troy",9,1,2,11,2,,,1.0,,,,,,,,,,,,,,,
2,"Curran, Peter",5,1,1,6,,,,1.0,,,,,1.0,,,,,,,,,,
4,"Gastev, John",18,2,4,22,2,,,7.0,,,,,4.0,1.0,,,,,,,,,
5,"Hardie, Brad",18,4,5,23,1,1.0,,,,,,,,,,,,,,,,,
9,"Ishchenko, Alex",9,3,,9,,,14.0,,,,,,2.0,,,,,,,,,,
17,"Leslie, Martin",12,6,4,16,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
19,"McLean, Michael",21,3,5,26,,,,,,,,,1.0,,,,,,,,,,
24,"Merrett, Roger",7,2,3,10,,,3.0,1.0,,,,,3.0,2.0,2.0,,,,,,,,
26,"Noonan, Danny",12,1,3,15,1,,,1.0,,,,,,1.0,,,,,,,,,
28,"OBrien, Cameron",6,3,2,8,,1.0,,,,,,,,,,,,,,,,,
34,"Ogg, David",9,1,1,10,,,,1.0,,,,,,,,,,,,,,,
13,"Potter, Craig",7,1,,7,,,1.0,1.0,,,,,,,,,,,,,,,
23,"Schache, Laurence",7,5,3,10,5,1.0,1.0,,,,,,,,,,,,,,,,
20,"Sim, Lachlan",10,2,6,16,,,,1.0,,,,,2.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,231,50,61,292,14,6.0,19.0,19.0,,,,,21.0,12.0,2.0,,,,,,,,
Opposition,Opposition,240,73,101,341,15,13.0,9.0,23.0,,,,,12.0,21.0,4.0,,,,,,,,
