Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",25y 198d,120 (60-2-58 50.83%),73 (0.61),←,
19,"Beveridge, Luke",23y 320d,54 (31-0-23 57.41%),52 (0.96),12 (7-0-5 58.33%),11 (0.92)
18,"Cameron, Leon",21y 310d,75 (39-1-35 52.67%),32 (0.43),←,
16,"Croft, Matthew",21y 133d,14 (7-0-7 50.00%),13 (0.93),←,
3,"Grant, Chris",21y 208d,90 (49-1-40 55.00%),191 (2.12),←,
1,"Grgic, Ilija",22y 126d,23 (13-0-10 56.52%),42 (1.83),←,
7,"Hawkins, Doug",34y 65d,321 (138-4-179 43.61%),214 (0.67),←,
10,"Hunter, Mark",28y 309d,102 (48-2-52 48.04%),6 (0.06),←,
21,"Kolyniuk, Steven",24y 4d,88 (44-1-43 50.57%),102 (1.16),←,
12,"Koster, Kym",21y 158d,13 (6-0-7 46.15%),5 (0.38),←,
35,"Kretiuk, Steven",22y 5d,31 (19-0-12 61.29%),8 (0.26),←,
39,"Liberatore, Tony",28y 148d,118 (66-1-51 56.36%),65 (0.55),←,
44,"Osborne, Richard",30y 23d,211 (86-0-125 40.76%),465 (2.20),8 (5-0-3 62.50%),15 (1.88)
22,"Quill, Peter",24y 320d,25 (14-0-11 56.00%),7 (0.28),←,
2,"Reynolds, Keenan",25y 183d,65 (36-0-29 55.38%),26 (0.40),←,
5,"Smith, Rohan",21y 39d,27 (18-0-9 66.67%),19 (0.70),←,
8,"Southern, Daniel",19y 189d,14 (7-0-7 50.00%),3 (0.21),←,
24,"Wallis, Stephen",29y 255d,218 (116-2-100 53.67%),52 (0.24),←,
25,"Watts, Jason",22y 345d,14 (7-0-7 50.00%),2 (0.14),←,
14,"West, Scott",19y 237d,30 (16-0-14 53.33%),24 (0.80),←,
15,"Wynd, Scott",24y 165d,106 (54-1-51 51.42%),22 (0.21),←,
Totals,Totals,24y 161d,1759 (874-15-870 49.69%),1423 (0.81),,
C,"Joyce, Alan",51y 261d,105 (73-0-32 69.52%),,12 (6-0-6 50.00%),
