Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
21,"Bradley, Craig",31y 342d,226 (144-2-80 64.16%),166 (0.73),←,
20,"Brown, Fraser",25y 43d,107 (65-1-41 61.21%),67 (0.63),←,
16,"Camporeale, Scott",20y 50d,24 (22-0-2 91.67%),11 (0.46),←,
39,"Christou, Ang",23y 257d,73 (54-1-18 74.66%),16 (0.22),←,
6,"Clape, Matt",26y 125d,52 (42-0-10 80.77%),45 (0.87),23 (21-0-2 91.30%),31 (1.35)
35,"Dean, Peter",30y 205d,207 (134-1-72 64.98%),29 (0.14),←,
13,"Hanna, Mil",29y 178d,172 (102-2-68 59.88%),78 (0.45),←,
33,"Hogg, Matthew",26y 283d,123 (66-3-54 54.88%),30 (0.24),64 (42-1-21 66.41%),26 (0.41)
4,"Kernahan, Stephen",32y 29d,216 (137-2-77 63.89%),659 (3.05),←,
43,"Koutoufides, Anthony",22y 255d,61 (42-1-18 69.67%),31 (0.51),←,
44,"Madden, Justin",34y 122d,311 (198-2-111 63.99%),187 (0.60),266 (168-2-96 63.53%),167 (0.63)
22,"Manton, Glenn",22y 121d,33 (23-0-10 69.70%),6 (0.18),12 (12-0-0 100.00%),2 (0.17)
5,"McKay, Andrew",25y 78d,71 (53-1-17 75.35%),12 (0.17),←,
19,"Pearce, Brad",24y 45d,27 (23-0-4 85.19%),53 (1.96),25 (23-0-2 92.00%),52 (2.08)
7,"Ratten, Brett",24y 81d,97 (62-0-35 63.92%),22 (0.23),←,
23,"Rice, Dean",27y 197d,135 (62-1-72 46.30%),65 (0.48),19 (17-0-2 89.47%),22 (1.16)
14,"Sexton, Michael",24y 209d,107 (70-1-36 65.89%),9 (0.08),←,
1,"Silvagni, Stephen",28y 122d,188 (125-1-62 66.76%),121 (0.64),←,
11,"Spalding, Earl",30y 203d,195 (133-1-61 68.46%),151 (0.77),86 (63-1-22 73.84%),88 (1.02)
32,"Whitehead, Adrian",20y 36d,33 (29-0-4 87.88%),4 (0.12),←,
2,"Williams, Greg",32y,219 (132-1-86 60.50%),195 (0.89),78 (56-1-21 72.44%),67 (0.86)
Totals,Totals,26y 281d,2677 (1718-21-938 64.18%),1957 (0.73),,
C,"Parkin, David",53y 18d,399 (241-2-156 60.65%),,236 (154-2-80 65.68%),
