Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ainsworth, Ben",9,5,8,17,2,1.0,,3.0,1.0,4.0,,3.0,,1.0,,1.0,15.0,,2.0,,,2.0,80.0
15,"Anderson, Noah",19,3,15,34,3,,,,3.0,5.0,12.0,2.0,,,3.0,18.0,15.0,,1.0,2.0,5.0,1.0,78.0
1,"Andrew, Mac",7,5,7,14,,,,,2.0,1.0,,5.0,2.0,3.0,,3.0,11.0,1.0,,4.0,,,97.0
35,"Budarick, Connor",5,3,5,10,,2.0,,3.0,,3.0,1.0,6.0,,3.0,,4.0,6.0,,1.0,,,,83.0
25,"Collins, Sam",5,2,4,9,,,,1.0,1.0,,,2.0,1.0,1.0,,5.0,5.0,,,5.0,,,80.0
5,"Davies, Alex",6,2,11,17,1,,,1.0,2.0,2.0,5.0,1.0,,,,7.0,9.0,,1.0,2.0,1.0,,76.0
50,"Farrar, Jy",5,5,3,8,1,2.0,,1.0,,1.0,,1.0,,1.0,,4.0,4.0,2.0,4.0,1.0,,1.0,78.0
8,"Fiorini, Brayden",5,2,15,20,1,,,2.0,,2.0,,2.0,,,,3.0,17.0,,1.0,,,,83.0
3 ↑,"Flanders, Sam",10,5,10,20,,,,1.0,1.0,5.0,2.0,1.0,1.0,,,6.0,13.0,,,,,1.0,82.0
19 ↓,"Humphrey, Bailey",12,4,3,15,1,2.0,,,2.0,5.0,,1.0,,,,8.0,6.0,2.0,2.0,,,1.0,53.0
40 ↓,"Jeffrey, Joel",14,4,6,20,,,,,4.0,4.0,,3.0,,2.0,,2.0,18.0,,,10.0,1.0,,81.0
34,"King, Ben",8,6,,8,7,1.0,,,,,,,1.0,,2.0,3.0,5.0,2.0,6.0,,,,82.0
22,"Long, Ben",8,6,4,12,1,1.0,,,,4.0,,2.0,,,,3.0,9.0,,4.0,,1.0,1.0,87.0
11,"Miller, Touk",13,4,8,21,,,,1.0,,7.0,2.0,2.0,1.0,,,4.0,18.0,,1.0,,,3.0,72.0
2,"Noble, John",15,2,17,32,,,,3.0,6.0,1.0,,5.0,1.0,1.0,,3.0,21.0,,,1.0,2.0,,89.0
27,"Powell, Wil",10,7,13,23,1,,,3.0,4.0,2.0,1.0,1.0,2.0,,,7.0,16.0,1.0,,2.0,,,92.0
20,"Read, Ethan",6,5,6,12,1,1.0,2.0,1.0,,1.0,,5.0,1.0,4.0,,5.0,7.0,2.0,2.0,3.0,,1.0,79.0
17,"Rioli, Daniel",5,2,12,17,1,,,1.0,1.0,3.0,,2.0,,1.0,,4.0,14.0,,,2.0,3.0,1.0,72.0
29 ↑,"Rogers, Jake",5,1,1,6,,,,,,1.0,1.0,,,,,2.0,4.0,,,,,2.0,27.0
18,"Rowell, Matt",13,,18,31,2,1.0,,8.0,2.0,4.0,5.0,4.0,,,1.0,15.0,16.0,,,1.0,,1.0,77.0
32,"Uwland, Bodhi",11,6,8,19,,,,1.0,5.0,4.0,1.0,3.0,1.0,1.0,,3.0,14.0,,,2.0,,1.0,89.0
14,"Weller, Lachie",15,5,11,26,,1.0,,1.0,2.0,7.0,4.0,5.0,1.0,,,7.0,18.0,,,1.0,,1.0,81.0
28,"Witts, Jarrod",3,2,10,13,1,,40.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,,8.0,7.0,1.0,1.0,2.0,,,82.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,209,86,195,404,23,15.0,42.0,32.0,37.0,67.0,36.0,59.0,14.0,20.0,6.0,125.0,268.0,11.0,26.0,38.0,13.0,17.0,
Opposition,Opposition,184,80,137,321,8,10.0,20.0,45.0,43.0,45.0,31.0,54.0,20.0,14.0,,116.0,193.0,6.0,9.0,27.0,6.0,5.0,
