Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Bickley, Mark",12,4,9,21,,,,6.0,,,,,4.0,1.0,,,,,,,,,
18,"Bond, Troy",8,2,2,10,,1.0,,2.0,,,,,2.0,,,,,,,,,,
44,"Caven, Peter",13,5,3,16,2,1.0,2.0,1.0,,,,,2.0,2.0,,,,,,,,,
14,"Connell, Matthew",21,4,14,35,,,,2.0,,,,,1.0,2.0,,,,,,,,,
37,"Edwards, Tyson",1,2,4,5,,,,1.0,,,,,,,,,,,,,,,
34,"Hart, Ben",12,4,6,18,,1.0,,1.0,,,,,1.0,3.0,1.0,,,,,,,,
2,"Jarman, Andrew",18,3,8,26,1,,,3.0,,,,,,2.0,3.0,,,,,,,,
3,"Jarman, Darren",10,5,5,15,3,2.0,,7.0,,,,,5.0,2.0,,,,,,,,,
9,"Koster, Kym",6,2,2,8,,,,3.0,,,,,,1.0,,,,,,,,,
27,"Liptak, Matthew",13,2,9,22,1,2.0,,4.0,,,,,2.0,2.0,,,,,,,,,
8,"McCartney, Jason",6,4,10,16,,,1.0,,,,,,5.0,1.0,,,,,,,,,
11,"McGuinness, Tony",13,4,12,25,,2.0,,2.0,,,,,,1.0,,,,,,,,,
23,"McLeod, Andrew",2,,2,4,1,1.0,,,,,,,,2.0,,,,,,,,,
6,"Modra, Tony",8,3,1,9,4,4.0,,,,,,,2.0,,,,,,,,,,
16,"Pesch, Nick",7,3,1,8,,,,1.0,,,,,,,,,,,,,,,
15,"Pittman, David",6,3,4,10,,2.0,18.0,,,,,,2.0,3.0,,,,,,,,,
32,"Ricciuto, Mark",8,,1,9,1,,,4.0,,,,,2.0,1.0,,,,,,,,,
5,"Robran, Matthew",7,5,10,17,,,2.0,3.0,,,,,,1.0,,,,,,,,,
39,"Ross, Jonathan",3,1,,3,,,2.0,,,,,,,,,,,,,,,,
7,"Smart, Nigel",7,2,2,9,,,2.0,3.0,,,,,,1.0,,,,,,,,,
4,"Tasker, Sean",3,,5,8,,,,,,,,,3.0,3.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,184,58,110,294,13,19.0,27.0,43.0,,,,,31.0,28.0,4.0,,,,,,,,
Opposition,Opposition,192,78,107,299,11,7.0,26.0,25.0,,,,,28.0,31.0,2.0,,,,,,,,
