Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fitzroy Games (W-D-L W%),Fitzroy Goals (Ave.)
14,"Armstrong, Matt",24y 162d,74 (29-0-45 39.19%),42 (0.57),←,
32,"Baldwin, Jason",21y 276d,34 (11-0-23 32.35%),4 (0.12),←,
18,"Blakey, John",25y 17d,114 (43-0-71 37.72%),31 (0.27),←,
17,"Broderick, Paul",21y 219d,51 (21-0-30 41.18%),50 (0.98),←,
40,"Bunn, Mark",20y 290d,27 (7-0-20 25.93%),1 (0.04),←,
50,"Caven, Peter",21y 86d,5 (1-0-4 20.00%),5 (1.00),←,
15,"Donato, David",20y 337d,11 (2-0-9 18.18%),2 (0.18),←,
2,"Dundas, Matthew",19y 246d,33 (7-0-26 21.21%),35 (1.06),←,
54,"Elliott, Jamie",18y 185d,13 (1-0-12 7.69%),1 (0.08),←,
49,"Harding, Dean",19y 304d,9 (1-0-8 11.11%),9 (1.00),←,
6,"Ironmonger, John",30y 175d,87 (34-0-53 39.08%),5 (0.06),42 (11-0-31 26.19%),4 (0.10)
21,"Kappler, Darren",26y 199d,84 (28-0-56 33.33%),48 (0.57),←,
11,"Lynch, Alastair",23y 52d,77 (25-0-52 32.47%),78 (1.01),←,
29,"Lyon, Ross",24y 275d,74 (19-0-55 25.68%),70 (0.95),←,
25,"OConnell, David",28y 49d,44 (15-0-29 34.09%),16 (0.36),17 (2-0-15 11.76%),10 (0.59)
44,"Osborne, Richard",27y 55d,168 (72-0-96 42.86%),349 (2.08),←,
28,"Paxman, Stephen",20y 249d,13 (1-0-12 7.69%),2 (0.15),←,
1,"Roos, Paul",28y 44d,206 (85-0-121 41.26%),230 (1.12),←,
33,"Stephens, Brett",30y 171d,101 (34-0-67 33.66%),28 (0.28),←,
8,"Wynd, Jim",26y 272d,70 (24-0-46 34.29%),28 (0.40),←,
Totals,Totals,24y 1d,1295 (460-0-835 35.52%),1034 (0.80),,
C,"Shaw, Robert",36y 216d,19 (2-0-17 10.53%),,←,
