Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Bowden, Joel",17,8,6,23,,,,3.0,7.0,4.0,1.0,6.0,2.0,2.0,1.0,6.0,16.0,,,7.0,,,100.0
16,"Bowden, Patrick",17,12,7,24,1,,1.0,6.0,2.0,4.0,1.0,1.0,2.0,1.0,,8.0,16.0,1.0,,1.0,9.0,,95.0
24,"Coughlan, Mark",23,9,12,35,1,,,4.0,2.0,4.0,3.0,8.0,2.0,2.0,,13.0,21.0,,,,1.0,1.0,95.0
41,"Foley, Nathan",5,3,4,9,1,,,3.0,,2.0,1.0,,,,,4.0,5.0,,,,,1.0,44.0
2,"Gaspar, Darren",4,5,8,12,,,,3.0,,2.0,1.0,,2.0,,,6.0,7.0,,,1.0,,,100.0
20,"Hall, Ray",8,8,7,15,,,,2.0,1.0,,1.0,6.0,,3.0,,7.0,9.0,1.0,,6.0,,,100.0
31,"Hyde, Chris",12,6,8,20,2,2.0,,2.0,,4.0,,1.0,1.0,,,6.0,14.0,,1.0,2.0,1.0,1.0,86.0
17,"Johnson, Kane",5,3,6,11,,1.0,,,,,1.0,,1.0,,,4.0,7.0,,,,,1.0,86.0
39,"Kellaway, Andrew",11,5,4,15,1,,,2.0,4.0,2.0,2.0,3.0,1.0,1.0,,5.0,9.0,1.0,,7.0,10.0,,100.0
13,"Knobel, Trent",2,2,2,4,,1.0,12.0,1.0,,,1.0,2.0,,1.0,,1.0,3.0,,2.0,2.0,,,33.0
22,"Meyer, Danny",5,2,4,9,,,,3.0,1.0,3.0,,2.0,1.0,1.0,,4.0,5.0,,,1.0,,1.0,68.0
1,"Newman, Chris",8,5,4,12,,,,4.0,2.0,,2.0,1.0,1.0,,,4.0,10.0,,,2.0,1.0,,93.0
26,"Pattison, Adam",3,3,6,9,,1.0,1.0,1.0,1.0,,,,2.0,,,3.0,6.0,,,,1.0,1.0,58.0
15,"Pettifer, Kayne",15,7,3,18,1,,,2.0,2.0,3.0,,5.0,1.0,2.0,,5.0,12.0,,,2.0,,,93.0
14,"Polo, Dean",6,3,9,15,,1.0,,2.0,,,2.0,2.0,,1.0,,7.0,9.0,,,1.0,1.0,,86.0
4,"Raines, Andrew",11,6,6,17,,,,,5.0,,,,,,,2.0,15.0,,,2.0,2.0,,100.0
5,"Simmonds, Troy",10,6,4,14,2,,20.0,,1.0,3.0,1.0,3.0,,,,1.0,13.0,,,1.0,,,88.0
10,"Stafford, Greg",2,2,3,5,1,,1.0,,,1.0,,2.0,,2.0,,2.0,3.0,,1.0,1.0,,,63.0
30,"Tambling, Richard",6,4,2,8,,2.0,,1.0,,,,1.0,,,,,9.0,,2.0,,,1.0,97.0
32,"Tivendale, Greg",12,4,7,19,1,,,2.0,,4.0,4.0,4.0,,,,10.0,9.0,,,,1.0,1.0,92.0
21,"Tuck, Shane",19,12,9,28,1,,1.0,3.0,9.0,4.0,2.0,3.0,1.0,1.0,2.0,9.0,19.0,,,2.0,2.0,,82.0
35,"White, Matt",7,5,1,8,1,,,1.0,,,,1.0,,,,2.0,6.0,1.0,,,,,39.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,208,120,122,330,13,11.0,36.0,45.0,37.0,40.0,23.0,51.0,17.0,17.0,3.0,109.0,223.0,4.0,6.0,38.0,29.0,8.0,
Opposition,Opposition,205,116,92,297,15,10.0,32.0,68.0,27.0,52.0,34.0,43.0,17.0,17.0,3.0,94.0,201.0,5.0,10.0,28.0,18.0,10.0,
