Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
16,"Bradley, Kepler",20y 146d,26 (9-0-17 34.62%),5 (0.19),←,
17,"Camporeale, Scott",30y 240d,235 (116-0-119 49.36%),201 (0.86),2 (1-0-1 50.00%),1 (0.50)
2,"Dyson, Ricky",20y 192d,22 (11-0-11 50.00%),17 (0.77),←,
31,"Fletcher, Dustin",30y 336d,243 (161-3-79 66.87%),60 (0.25),←,
26,"Heffernan, Chris",27y 69d,146 (86-1-59 59.25%),50 (0.34),99 (68-1-30 69.19%),40 (0.40)
19,"Hille, David",24y 310d,87 (48-0-39 55.17%),68 (0.78),←,
14,"Johnson, Jason",28y 73d,153 (96-1-56 63.07%),92 (0.60),←,
1,"Johnson, Mark",27y 320d,154 (100-1-53 65.26%),77 (0.50),←,
18,"Lloyd, Matthew",27y 357d,211 (128-2-81 61.14%),766 (3.63),←,
42,"Lovett-Murray, Nathan",23y 141d,39 (18-0-21 46.15%),28 (0.72),←,
13,"Lovett, Andrew",23y 148d,22 (9-0-13 40.91%),27 (1.23),←,
25,"Lucas, Scott",28y 99d,205 (124-1-80 60.73%),308 (1.50),←,
33,"McPhee, Adam",23y 184d,86 (37-0-49 43.02%),43 (0.50),61 (31-0-30 50.82%),34 (0.56)
10,"McVeigh, Mark",25y 72d,122 (69-1-52 56.97%),47 (0.39),←,
6,"Monfries, Angus",19y 79d,14 (5-0-9 35.71%),16 (1.14),←,
11,"Peverill, Damien",26y 270d,100 (53-1-46 53.50%),21 (0.21),←,
30,"Ryder, Paddy",18y 25d,2 (1-0-1 50.00%),,←,
20,"Slattery, Henry",20y 76d,6 (3-0-3 50.00%),2 (0.33),←,
7,"Solomon, Dean",26y 89d,140 (91-0-49 65.00%),52 (0.37),←,
24,"Stanton, Brent",19y 342d,36 (14-0-22 38.89%),20 (0.56),←,
4,"Watson, Jobe",21y 59d,15 (8-0-7 53.33%),8 (0.53),←,
12,"Welsh, Andrew",23y 56d,82 (40-1-41 49.39%),8 (0.10),←,
Totals,Totals,24y 151d,2146 (1227-12-907 57.18%),1916 (0.89),,
C,"Sheedy, Kevin",58y 105d,593 (374-6-213 63.58%),,←,
