Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
20,"Broadbridge, Troy",6,5.0,8,14,,,1.0,6.0,1.0,1.0,1.0,,1.0,,,9,6,1.0,,4.0,,,100.0
25,"Brown, Nathan",18,7.0,10,28,,1.0,,4.0,6.0,3.0,1.0,2.0,,,2.0,4,23,,1.0,5.0,2.0,1.0,89.0
32,"Bruce, Cameron",13,5.0,12,25,2.0,2.0,,7.0,2.0,8.0,4.0,3.0,1.0,3.0,,11,14,1.0,1.0,4.0,1.0,1.0,100.0
36,"Davey, Aaron",8,,1,9,2.0,,,,,1.0,,2.0,1.0,1.0,,6,4,,,,5.0,1.0,100.0
18,"Green, Brad",20,12.0,12,32,1.0,,,1.0,6.0,5.0,3.0,1.0,,1.0,,8,21,2.0,1.0,,1.0,,100.0
1,"Heffernan, Chris",8,1.0,6,14,,,,4.0,,4.0,5.0,,2.0,,,8,5,,,5.0,,1.0,79.0
4,"Holland, Ben",5,3.0,1,6,,3.0,3.0,1.0,,,1.0,1.0,,,,3,3,,3.0,,,,44.0
23,"McDonald, James",14,5.0,6,20,,,,2.0,1.0,3.0,3.0,,1.0,,,8,13,,,,,,57.0
5,"McLean, Brock",8,2.0,4,12,1.0,1.0,,,1.0,5.0,2.0,,,,,6,6,,,1.0,1.0,,72.0
7,"Miller, Brad",7,9.0,11,18,1.0,,4.0,3.0,,5.0,,3.0,,1.0,,8,10,1.0,1.0,4.0,,1.0,100.0
9,"Neitz, David",10,7.0,1,11,4.0,5.0,,2.0,,,1.0,2.0,,,,6,3,4.0,7.0,,,,100.0
8,"Nicholson, Alistair",2,1.0,4,6,,,,,,,,,,,,3,2,,,4.0,,,100.0
28,"Read, Phillip",5,1.0,2,7,,,,1.0,1.0,,3.0,2.0,,,,4,2,,,4.0,2.0,,53.0
27,"Rivers, Jared",10,10.0,7,17,,,,2.0,4.0,,,,,,,5,12,2.0,,3.0,,,100.0
24,"Robertson, Russell",6,,3,9,,1.0,,1.0,,1.0,,,,,,3,4,,,1.0,,,66.0
6,"Thompson, Scott",1,,3,4,1.0,,,,,,,,,,,2,2,,,,,,22.0
19,"Vardy, Peter",6,1.0,3,9,,2.0,,3.0,,,,3.0,,,,5,4,,1.0,3.0,,,89.0
42,"Walsh, Peter",3,1.0,2,5,,,,2.0,,,1.0,2.0,1.0,,,2,2,,,,,,41.0
31,"Wheatley, Paul",17,5.0,4,21,,,,4.0,9.0,3.0,4.0,,2.0,,,13,8,1.0,,2.0,,,100.0
45,"Whelan, Matthew",9,4.0,4,13,,,,3.0,2.0,1.0,2.0,,,,,8,4,1.0,,1.0,1.0,,100.0
34,"White, Jeff",14,6.0,5,19,,,14.0,1.0,1.0,8.0,2.0,2.0,,,3.0,5,14,2.0,,1.0,2.0,1.0,87.0
13,"Yze, Adem",19,5.0,7,26,1.0,2.0,,3.0,4.0,7.0,2.0,2.0,,1.0,1.0,7,15,1.0,2.0,,,,100.0
Totals,Totals,209,90.0,116,325,13.0,17.0,22.0,50.0,38.0,55.0,35.0,25.0,9.0,7.0,6.0,134,177,16.0,17.0,42.0,15.0,6.0,
Opposition,Opposition,177,77.0,107,284,10.0,9.0,38.0,54.0,44.0,49.0,23.0,42.0,7.0,9.0,,107,170,8.0,8.0,51.0,4.0,5.0,
