Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
18,"Blakey, John",13,5,6,19,1,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
24,"Bourke, Matthew",8,2,,8,1,1.0,,1.0,,,,,,2.0,,,,,,,,,
41,"Bourke, Peter",9,,4,13,,,,,,,,,,3.0,,,,,,,,,
40,"Bunn, Mark",16,3,3,19,,,,1.0,,,,,1.0,3.0,,,,,,,,,
16,"Cormack, Joe",4,,1,5,,,,2.0,,,,,2.0,,,,,,,,,,
10,"Davis, Brad",,,,,,,,,,,,,,,,,,,,,,,
7,"Gale, Michael",11,1,4,15,,,,1.0,,,,,,,,,,,,,,,
6,"Ironmonger, John",3,4,7,10,,,11.0,1.0,,,,,,1.0,,,,,,,,,
11,"Lynch, Alastair",6,5,6,12,,1.0,,3.0,,,,,,3.0,,,,,,,,,
29,"Lyon, Ross",10,2,10,20,,,,,,,,,3.0,,,,,,,,,,
5,"McCormack, Brendan",16,1,6,22,1,,,2.0,,,,,4.0,2.0,,,,,,,,,
25,"OConnell, David",8,1,3,11,1,1.0,,,,,,,2.0,3.0,,,,,,,,,
44,"Osborne, Richard",8,2,2,10,1,2.0,,2.0,,,,,1.0,,,,,,,,,,
1,"Roos, Paul",9,7,8,17,1,1.0,,,,,,,,1.0,,,,,,,,,
33,"Stephens, Brett",8,2,6,14,,,,,,,,,1.0,,,,,,,,,,
13,"Stevenson, Shayne",15,5,4,19,2,,,,,,,,,3.0,,,,,,,,,
31,"Strooper, David",3,1,2,5,,,,2.0,,,,,,,,,,,,,,,
23,"Taylor, Jason",6,2,2,8,,,,,,,,,2.0,,,,,,,,,,
30,"Waterson, Chris",5,3,7,12,,,,3.0,,,,,1.0,,,,,,,,,,
8,"Wynd, Jim",20,4,10,30,,1.0,,1.0,,,,,4.0,3.0,1.0,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,178,50,91,269,8,10.0,11.0,20.0,,,,,22.0,25.0,1.0,,,,,,,,
Opposition,Opposition,214,68,110,324,16,21.0,23.0,30.0,,,,,25.0,22.0,5.0,,,,,,,,
