Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
3,"Bartram, Clint",20y 182d,42 (16-1-25 39.29%),11 (0.26),←,
6,"Bate, Matthew",21y 84d,47 (17-0-30 36.17%),39 (0.83),←,
21,"Bell, Daniel",23y 125d,61 (22-1-38 36.89%),1 (0.02),←,
32,"Bruce, Cameron",28y 321d,182 (81-1-100 44.78%),194 (1.07),←,
1,"Buckley, Simon",21y 120d,18 (3-0-15 16.67%),3 (0.17),←,
8,"Frawley, James",19y 331d,19 (6-0-13 31.58%),,←,
18,"Green, Brad",27y 156d,184 (84-1-99 45.92%),226 (1.23),←,
40,"Jamar, Mark",25y 7d,65 (26-1-38 40.77%),20 (0.31),←,
11,"Johnson, Paul",24y 51d,43 (11-0-32 25.58%),11 (0.26),42 (10-0-32 23.81%),11 (0.26)
2,"Jones, Nathan",20y 209d,48 (11-1-36 23.96%),21 (0.44),←,
19,"Maric, Addam",18y 120d,4 (1-0-3 25.00%),2 (0.50),←,
33,"Martin, Stefan",21y 273d,7 (2-0-5 28.57%),,←,
23,"McDonald, James",31y 316d,215 (94-1-120 43.95%),49 (0.23),←,
7,"Miller, Brad",25y 41d,108 (41-1-66 38.43%),58 (0.54),←,
10,"Morton, Cale",18y 211d,17 (2-0-15 11.76%),12 (0.71),←,
29,"Newton, Michael",21y 111d,15 (4-0-11 26.67%),22 (1.47),←,
12,"Sylvia, Colin",22y 282d,68 (25-1-42 37.50%),46 (0.68),←,
44,"Valenti, Shane",21y 200d,9 (2-0-7 22.22%),3 (0.33),←,
37,"Warnock, Matthew",24y 135d,19 (4-0-15 21.05%),1 (0.05),←,
31,"Wheatley, Paul",27y 126d,130 (60-0-70 46.15%),33 (0.25),←,
45,"Whelan, Matthew",28y 277d,138 (65-1-72 47.46%),13 (0.09),←,
39,"Wonaeamirri, Austin",19y 319d,17 (3-0-14 17.65%),23 (1.35),←,
Totals,Totals,23y 132d,1456 (580-10-866 39.84%),788 (0.54),,
C,"Bailey, Dean",41y 211d,20 (3-0-17 15.00%),,←,
