Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
35,"Borlase, James",21y 284d,8 (3-0-5 37.50%),,←,
15,"Cook, Brayden",21y 284d,16 (6-0-10 37.50%),7 (0.44),←,
5,"Crouch, Matt",29y 6d,149 (78-1-70 52.68%),30 (0.20),←,
12,"Dawson, Jordan",27y 18d,116 (51-0-65 43.97%),55 (0.47),52 (21-0-31 40.38%),21 (0.40)
32,"Fogarty, Darcy",24y 215d,86 (30-0-56 34.88%),123 (1.43),←,
17,"Hamill, Will",23y 162d,41 (12-0-29 29.27%),1 (0.02),←,
34,"Himmelberg, Elliott",25y 328d,42 (15-0-27 35.71%),43 (1.02),←,
20,"Hinge, Mitch",25y 306d,50 (21-0-29 42.00%),5 (0.10),47 (19-0-28 40.43%),4 (0.09)
1,"Jones, Chayce",24y 104d,83 (27-0-56 32.53%),19 (0.23),←,
48,"Keane, Mark",24y 41d,16 (6-0-10 37.50%),,11 (5-0-6 45.45%),
2,"Keays, Ben",27y 64d,120 (37-0-83 30.83%),69 (0.57),90 (31-0-59 34.44%),58 (0.64)
29,"Laird, Rory",30y 120d,231 (115-1-115 50.00%),30 (0.13),←,
25,"McHenry, Ned",23y 289d,66 (24-0-42 36.36%),31 (0.47),←,
16,"Michalanney, Max",20y 61d,29 (13-0-16 44.83%),,←,
27,"Nankervis, Luke",20y 338d,8 (4-0-4 50.00%),,←,
43,"OBrien, Reilly",28y 251d,107 (41-0-66 38.32%),13 (0.12),←,
10,"Pedlar, Luke",21y 346d,30 (11-0-19 36.67%),27 (0.90),←,
8,"Rachele, Josh",21y 16d,41 (16-0-25 39.02%),48 (1.17),←,
23,"Rankine, Izak",24y 4d,75 (27-1-47 36.67%),106 (1.41),27 (11-0-16 40.74%),49 (1.81)
38,"Sholl, Lachlan",24y 51d,58 (21-0-37 36.21%),15 (0.26),←,
14,"Soligo, Jake",21y 93d,44 (18-0-26 40.91%),18 (0.41),←,
13,"Walker, Taylor",34y 2d,266 (134-1-131 50.56%),622 (2.34),←,
24,"Worrell, Josh",23y 16d,24 (12-0-12 50.00%),,←,
Totals,Totals,24y 259d,1706 (722-4-980 42.32%),1262 (0.74),,
C,"Nicks, Matthew",48y 350d,90 (31-0-59 34.44%),,←,
