Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
8,"Clement, James",27y 254d,158 (65-0-93 41.14%),46 (0.29),74 (39-0-35 52.70%),8 (0.11)
34,"Cloke, Jason",22y 9d,51 (29-0-22 56.86%),4 (0.08),←,
13,"Cole, Richard",20y 305d,34 (19-0-15 55.88%),6 (0.18),←,
1,"Davis, Leon",22y 333d,74 (34-0-40 45.95%),90 (1.22),←,
4,"Didak, Alan",21y 90d,57 (33-0-24 57.89%),72 (1.26),←,
26,"Johnson, Ben",23y 40d,86 (46-0-40 53.49%),19 (0.22),←,
28,"Kinnear, Ben",25y 78d,50 (20-0-30 40.00%),11 (0.22),←,
18,"Licuria, Paul",26y 132d,124 (54-0-70 43.55%),38 (0.31),114 (52-0-62 45.61%),36 (0.32)
29,"Lokan, Matthew",21y 177d,33 (18-0-15 54.55%),13 (0.39),←,
3,"Lonie, Ryan",21y 72d,72 (39-0-33 54.17%),30 (0.42),←,
27,"McGough, Mark",19y 328d,29 (15-0-14 51.72%),10 (0.34),←,
30,"Mullins, Luke",19y 143d,2 (0-0-2 0.00%),,←,
15,"Nixon, Bo",19y 295d,3 (1-0-2 33.33%),,←,
11,"OBree, Shane",25y 61d,114 (57-0-57 50.00%),46 (0.40),95 (48-0-47 50.53%),43 (0.45)
21,"Richards, Guy",21y 55d,7 (1-0-6 14.29%),,←,
23,"Rocca, Anthony",26y 274d,173 (79-0-94 45.66%),269 (1.55),151 (68-0-83 45.03%),258 (1.71)
36,"Swan, Dane",20y 80d,9 (3-0-6 33.33%),2 (0.22),←,
20,"Tarrant, Chris",23y 240d,115 (54-0-61 46.96%),202 (1.76),←,
14,"Wakelin, Shane",29y 277d,172 (85-2-85 50.00%),19 (0.11),78 (44-0-34 56.41%),
38,"Walker, Tristen",20y 34d,13 (9-0-4 69.23%),1 (0.08),←,
19,"Williams, Andrew",25y 75d,109 (49-1-59 45.41%),59 (0.54),25 (15-0-10 60.00%),17 (0.68)
2,"Woewodin, Shane",27y 308d,171 (82-0-89 47.95%),85 (0.50),33 (18-0-15 54.55%),22 (0.67)
Totals,Totals,23y 83d,1656 (792-3-861 47.83%),1022 (0.62),,
C,"Malthouse, Mick",50y 272d,480 (274-4-202 57.50%),,102 (51-0-51 50.00%),
