Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
13,"Baker, Oskar",26y 300d,40 (19-0-21 47.50%),13 (0.32),25 (13-0-12 52.00%),9 (0.36)
29,"Bramble, Lachlan",26y 336d,56 (24-2-30 44.64%),4 (0.07),26 (15-0-11 57.69%),2 (0.08)
31,"Dale, Bailey",28y 242d,157 (86-0-71 54.78%),85 (0.54),←,
10,"Darcy, Sam",21y 245d,30 (16-0-14 53.33%),46 (1.53),←,
42,"Davidson, Sam",23y 98d,2 (1-0-1 50.00%),1 (0.50),←,
26,"Dolan, Josh",18y 130d,2 (1-0-1 50.00%),,←,
15,"Duryea, Taylor",33y 331d,216 (140-1-75 65.05%),25 (0.12),98 (58-0-40 59.18%),4 (0.04)
44,"English, Tim",27y 223d,133 (73-0-60 54.89%),77 (0.58),←,
27,"Freijah, Joel",19y 127d,15 (10-0-5 66.67%),3 (0.20),←,
12,"Gallagher, Harvey",21y 176d,22 (12-0-10 54.55%),9 (0.41),←,
22,"Harmes, James",29y 167d,163 (87-0-76 53.37%),87 (0.53),11 (5-0-6 45.45%),9 (0.82)
32,"Jones, Arthur",21y 246d,16 (10-0-6 62.50%),5 (0.31),←,
8,"Kennedy, Matthew",27y 349d,120 (57-3-60 48.75%),57 (0.47),2 (1-0-1 50.00%),
24,"Khamis, Buku",24y 362d,28 (16-0-12 57.14%),7 (0.25),←,
21,"Liberatore, Tom",32y 309d,236 (117-0-119 49.58%),86 (0.36),←,
7,"Lobb, Rory",32y 40d,178 (98-2-78 55.62%),172 (0.97),38 (22-0-16 57.89%),29 (0.76)
30,"McNeil, Lachlan",24y 40d,56 (36-0-20 64.29%),28 (0.50),←,
33,"Naughton, Aaron",25y 111d,145 (80-0-65 55.17%),229 (1.58),←,
20,"Richards, Ed",25y 261d,127 (67-0-60 52.76%),37 (0.29),←,
9,"Sanders, Ryley",20y 59d,16 (9-0-7 56.25%),2 (0.13),←,
23,"Vandermeer, Laitham",26y 46d,70 (38-0-32 54.29%),35 (0.50),←,
14,"West, Rhylee",24y 252d,60 (35-0-25 58.33%),47 (0.78),←,
34,"Williams, Bailey",27y 162d,153 (83-0-70 54.25%),38 (0.25),←,
Totals,Totals,25y 248d,2041 (1115-8-918 54.63%),1093 (0.54),,
C,"Beveridge, Luke",54y 210d,232 (131-0-101 56.47%),,←,
