Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
17,"Bowey, Jake",21y 257d,51 (36-0-15 70.59%),6 (0.12),←,
37,"Chandler, Kade",24y 134d,44 (28-0-16 63.64%),34 (0.77),←,
31,"Fritsch, Bayley",27y 172d,137 (80-1-56 58.76%),238 (1.74),←,
11,"Gawn, Max",32y 148d,214 (108-1-105 50.70%),104 (0.49),←,
12,"Hunter, Lachie",29y 165d,198 (109-0-89 55.05%),80 (0.40),25 (17-0-8 68.00%),7 (0.28)
15,"Langdon, Ed",28y 115d,167 (92-1-74 55.39%),70 (0.42),99 (67-1-31 68.18%),37 (0.37)
1,"May, Steven",32y 137d,226 (104-2-120 46.46%),24 (0.11),103 (66-1-36 64.56%),3 (0.03)
23,"McAdam, Shane",28y 364d,52 (19-0-33 36.54%),73 (1.40),2 (1-0-1 50.00%),1 (0.50)
25,"McDonald, Tom",31y 251d,220 (99-1-120 45.23%),166 (0.75),←,
4,"McVee, Judd",20y 293d,36 (23-0-13 63.89%),,←,
30,"Neal-Bullen, Alex",28y 138d,164 (97-1-66 59.45%),113 (0.69),←,
13,"Oliver, Clayton",26y 309d,173 (100-1-72 58.09%),52 (0.30),←,
5,"Petracca, Christian",28y 143d,187 (107-1-79 57.49%),183 (0.98),←,
35,"Petty, Harry",24y 196d,71 (42-1-28 59.86%),21 (0.30),←,
36,"Pickett, Kysaiah",22y 359d,94 (64-1-29 68.62%),140 (1.49),←,
24,"Rivers, Trent",22y 301d,88 (61-1-26 69.89%),7 (0.08),←,
3,"Salem, Christian",28y 316d,167 (86-1-80 51.80%),26 (0.16),←,
32,"Sparrow, Tom",23y 361d,85 (56-1-28 66.47%),31 (0.36),←,
20,"Tomlinson, Adam",30y 290d,179 (88-3-88 50.00%),35 (0.20),39 (27-0-12 69.23%),
2,"van Rooyen, Jacob",21y 40d,30 (21-0-9 70.00%),41 (1.37),←,
7,"Viney, Jack",30y 43d,207 (96-1-110 46.62%),62 (0.30),←,
6,"Windsor, Caleb",18y 352d,11 (7-0-4 63.64%),5 (0.45),←,
40,"Woewodin, Taj",21y 61d,13 (10-0-3 76.92%),2 (0.15),←,
Totals,Totals,26y 136d,2814 (1533-18-1263 54.48%),1513 (0.54),,
C,"Goodwin, Simon",47y 152d,171 (100-1-70 58.77%),,170 (100-1-69 59.12%),
