Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
22,"Addison, Dylan",19y 252d,11 (7-0-4 63.64%),1 (0.09),←,
21,"Akermanis, Jason",30y 112d,258 (157-4-97 61.63%),318 (1.23),10 (6-0-4 60.00%),11 (1.10)
5,"Boyd, Matthew",24y 293d,80 (36-0-44 45.00%),25 (0.31),←,
17,"Cooney, Adam",21y 259d,77 (36-0-41 46.75%),82 (1.06),←,
14,"Darcy, Luke",31y 339d,216 (97-4-115 45.83%),178 (0.82),←,
10,"Eagleton, Nathan",28y 218d,205 (93-3-109 46.10%),175 (0.85),149 (67-1-81 45.30%),130 (0.87)
13,"Giansiracusa, Daniel",25y 97d,115 (46-2-67 40.87%),107 (0.93),←,
9,"Gilbee, Lindsay",25y 343d,109 (49-1-59 45.41%),57 (0.52),←,
8,"Hahn, Mitch",26y 37d,108 (44-1-63 41.20%),74 (0.69),←,
40,"Harbrow, Jarrod",18y 333d,5 (5-0-0 100.00%),1 (0.20),←,
25,"Hargrave, Ryan",25y 325d,106 (45-2-59 43.40%),28 (0.26),←,
19,"Higgins, Shaun",19y 104d,17 (11-0-6 64.71%),21 (1.24),←,
6,"Johnson, Brad",30y 333d,290 (135-5-150 47.41%),439 (1.51),←,
36,"Lake, Brian",25y 109d,87 (36-0-51 41.38%),9 (0.10),←,
39,"Lynch, Malcolm",19y 92d,1 (1-0-0 100.00%),,←,
23,"McMahon, Jordan",24y 20d,106 (43-2-61 41.51%),37 (0.35),←,
38,"Morris, Dale",24y 169d,53 (31-0-22 58.49%),1 (0.02),←,
2,"Murphy, Robert",25y 7d,118 (46-2-70 39.83%),87 (0.74),←,
1,"Ray, Farren",21y 85d,53 (26-0-27 49.06%),23 (0.43),←,
11,"Street, Peter",27y 10d,72 (31-1-40 43.75%),15 (0.21),55 (24-0-31 43.64%),12 (0.22)
7,"West, Scott",32y 214d,312 (147-4-161 47.76%),104 (0.33),←,
12,"Williams, Tom",20y 334d,3 (3-0-0 100.00%),,←,
Totals,Totals,24y 352d,2402 (1125-31-1246 46.84%),1782 (0.74),,
C,"Eade, Rodney",49y 73d,210 (113-2-95 54.29%),,58 (32-0-26 55.17%),
