North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
13,"Adams, Leigh",11,4.0,14,25,,1.0,,4.0,1.0,5.0,3.0,2.0,,1.0,,8,17,,1.0,,,2.0,77.0
4,"Anthony, Liam",12,4.0,11,23,,,,3.0,2.0,1.0,2.0,2.0,1.0,,,4,20,,,1.0,,,59.0
28,"Bastinac, Ryan",14,3.0,8,22,,1.0,,1.0,4.0,3.0,4.0,2.0,,1.0,,7,15,,,,,,78.0
10,"Cunnington, Ben",6,2.0,10,16,,,,8.0,,,6.0,2.0,,,,13,3,1.0,,2.0,,,71.0
27,"Edwards, Aaron",7,4.0,5,12,2.0,,,,,1.0,,5.0,1.0,1.0,,6,5,1.0,1.0,2.0,,,82.0
11,"Firrito, Michael",10,2.0,7,17,,,,3.0,6.0,3.0,,4.0,,1.0,,2,13,,,5.0,,,97.0
32,"Garlett, Cruize",4,,12,16,1.0,,,2.0,,1.0,3.0,,1.0,,,6,10,,,,,,73.0
22,"Goldstein, Todd",5,8.0,9,14,,,11.0,3.0,2.0,,1.0,2.0,1.0,,,7,7,3.0,,,,,87.0
17,"Grima, Nathan",11,6.0,6,17,,,,6.0,4.0,,2.0,1.0,,1.0,,5,10,1.0,,9.0,,,98.0
31,"Hale, David",8,6.0,3,11,2.0,1.0,4.0,2.0,,1.0,,,1.0,,,5,7,2.0,1.0,2.0,,,75.0
6,"Hansen, Lachlan",8,3.0,4,12,,,,1.0,2.0,,,1.0,,1.0,,3,9,,,8.0,,,96.0
29,"Harvey, Brent",17,3.0,15,32,1.0,2.0,,4.0,1.0,4.0,3.0,4.0,1.0,1.0,,14,17,,,1.0,3.0,1.0,92.0
1,"McIntosh, Hamish",5,3.0,6,11,,,25.0,,,1.0,,1.0,,1.0,,2,9,1.0,,2.0,,,67.0
42,"McMahon, Scott",8,2.0,4,12,,,,3.0,2.0,1.0,,2.0,1.0,,,4,6,,,6.0,,,81.0
3,"Rawlings, Brady",10,5.0,23,33,,,,3.0,4.0,,,2.0,,1.0,,9,22,,,,,,100.0
9,"Swallow, Andrew",10,2.0,14,24,1.0,,,7.0,1.0,1.0,8.0,3.0,3.0,1.0,,14,10,,1.0,4.0,,2.0,86.0
12,"Thomas, Lindsay",10,2.0,2,12,3.0,1.0,,4.0,,6.0,2.0,3.0,,2.0,,4,5,1.0,1.0,2.0,,,70.0
16,"Thompson, Scott",4,3.0,10,14,,,,2.0,2.0,,,1.0,1.0,,,7,6,,,4.0,,,100.0
5,"Warren, Ben",6,4.0,6,12,2.0,1.0,,1.0,,2.0,,2.0,,,,5,7,1.0,2.0,2.0,,,87.0
8,"Wells, Daniel",8,3.0,8,16,2.0,,,3.0,1.0,3.0,3.0,1.0,2.0,,,9,8,,1.0,1.0,,2.0,81.0
19,"Wright, Sam",10,7.0,11,21,,,,2.0,3.0,2.0,,2.0,,,,3,16,,,3.0,,,83.0
7,"Ziebell, Jack",12,4.0,4,16,,,,3.0,3.0,2.0,1.0,5.0,,,,4,11,,,2.0,,,62.0
Totals,Totals,196,80.0,192,388,14.0,7.0,40.0,65.0,38.0,37.0,38.0,47.0,13.0,12.0,,141,233,11.0,8.0,56.0,3.0,7.0,
Opposition,Opposition,226,96.0,221,447,23.0,19.0,38.0,67.0,22.0,70.0,41.0,43.0,12.0,13.0,6.0,159,283,16.0,19.0,60.0,10.0,16.0,
