Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
26,"Doyle, Greg",22y 205d,3 (0-0-3 0.00%),4 (1.33),1 (0-0-1 0.00%),1 (1.00)
21,"Febey, Steven",23y 241d,92 (51-0-41 55.43%),15 (0.16),←,
32,"Goodwin, Andy",29y 292d,70 (23-1-46 33.57%),9 (0.13),14 (5-1-8 39.29%),
14,"Grinter, Rod",27y 326d,111 (59-1-51 53.60%),34 (0.31),←,
33,"Healy, Greg",27y 213d,137 (66-1-70 48.54%),162 (1.18),←,
30,"Hopgood, Paul",19y 270d,1 (0-0-1 0.00%),1 (1.00),←,
16,"Lovell, Andy",22y 263d,63 (28-1-34 45.24%),77 (1.22),←,
17,"Lovett, Brett",26y 332d,146 (83-1-62 57.19%),19 (0.13),←,
6,"Lovett, Glenn",23y 268d,51 (21-0-30 41.18%),28 (0.55),←,
3,"Lyon, Garry",25y 216d,132 (78-1-53 59.47%),174 (1.32),←,
38,"Neitz, David",18y 85d,4 (0-0-4 0.00%),3 (0.75),←,
29,"Obst, Andrew",28y 241d,56 (30-0-26 53.57%),30 (0.54),←,
22,"Pike, Martin",20y 154d,4 (0-0-4 0.00%),,←,
41,"Rohde, Peter",28y 149d,125 (74-1-50 59.60%),12 (0.10),79 (40-1-38 51.27%),6 (0.08)
5,"Schwarz, David",20y 267d,32 (9-1-22 29.69%),28 (0.88),←,
18,"Stretch, Steven",29y 102d,154 (84-1-69 54.87%),60 (0.39),←,
11,"Stynes, Jim",26y 359d,137 (78-1-58 57.30%),95 (0.69),←,
2,"Tingay, Stephen",22y 247d,61 (34-0-27 55.74%),28 (0.46),←,
12,"Viney, Todd",27y 18d,102 (51-1-50 50.49%),48 (0.47),←,
8,"Yeats, Graeme",28y 208d,153 (83-1-69 54.58%),44 (0.29),←,
Totals,Totals,25y 22d,1634 (852-12-770 52.14%),871 (0.53),,
C,"Balme, Neil",41y 92d,4 (0-0-4 0.00%),,←,
