North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
33,"Allison, Brett",10,1,2,12,4,1.0,,1.0,,,,,,,,,,,,,,,
11,"Angus, Warwick",3,1,3,6,,,1.0,,,,,,,,,,,,,,,,
22,"Bryce, Paul",4,4,3,7,,1.0,,,,,,,,1.0,,,,,,,,,
14,"Buckley, Ben",9,1,6,15,,,,1.0,,,,,,,,,,,,,,,
18,"Carey, Wayne",9,2,4,13,,1.0,,1.0,,,,,,1.0,,,,,,,,,
30,"Chandler, Jeff",13,4,5,18,,,,2.0,,,,,,3.0,,,,,,,,,
23,"Clarkson, Alastair",7,3,1,8,,1.0,,,,,,,1.0,,,,,,,,,,
6,"Fairley, Ian",4,2,4,8,1,,,,,,,,,2.0,,,,,,,,,
29,"German, Peter",17,2,7,24,,1.0,,2.0,,,,,3.0,,,,,,,,,,
12,"Hamilton, Steven",11,3,8,19,1,,,1.0,,,,,2.0,1.0,,,,,,,,,
34,"Hepburn, Mark",6,2,4,10,,,9.0,3.0,,,,,,1.0,,,,,,,,,
35,"Longmire, John",8,5,3,11,4,3.0,,,,,,,3.0,1.0,,,,,,,,,
4,"Martyn, Mick",11,2,2,13,,,,,,,,,3.0,1.0,,,,,,,,,
16,"McCarthy, John",11,5,4,15,1,1.0,1.0,1.0,,,,,,2.0,,,,,,,,,
25,"McDonald, Donald",11,5,4,15,2,1.0,1.0,,,,,,3.0,2.0,,,,,,,,,
19,"McRae, Dean",6,,2,8,,,,2.0,,,,,,1.0,,,,,,,,,
36,"Romero, Jose",9,5,1,10,1,1.0,,,,,,,1.0,1.0,,,,,,,,,
2,"Schwass, Wayne",19,,10,29,,,,,,,,,3.0,2.0,,,,,,,,,
15,"Smith, Ross",5,2,1,6,,,,,,,,,,1.0,,,,,,,,,
46,"Stevens, Anthony",5,1,3,8,,,,2.0,,,,,1.0,6.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,178,50,77,255,14,12.0,12.0,16.0,,,,,20.0,26.0,,,,,,,,,
Opposition,Opposition,243,96,134,377,26,20.0,35.0,23.0,,,,,26.0,20.0,6.0,,,,,,,,
