Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
35,"Akermanis, Jason",10,3,6,16,1,3.0,,1.0,,,,,1.0,,,,,,,,,,
10,"Ashcroft, Marcus",14,4,2,16,,,,1.0,,,,,,1.0,,,,,,,,,
36,"Bartlett, Trent",2,2,4,6,,,,,,,,,,2.0,,,,,,,,,
25,"Bews, Andrew",13,1,7,20,,,,2.0,,,,,4.0,2.0,,,,,,,,,
1,"Champion, Richard",3,,7,10,,,,,,,,,3.0,1.0,,,,,,,,,
5,"Chapman, Nathan",18,4,1,19,,,,,,,,,4.0,2.0,,,,,,,,,
16,"Clarke, Matthew",6,4,3,9,,,15.0,,,,,,1.0,3.0,,,,,,,,,
6,"Fletcher, Adrian",16,3,12,28,1,,,3.0,,,,,2.0,1.0,,,,,,,,,
32,"Hart, Shaun",13,5,8,21,1,1.0,,1.0,,,,,2.0,5.0,1.0,,,,,,,,
41,"Kennedy, Matthew",9,2,2,11,,2.0,,3.0,,,,,1.0,,,,,,,,,,
18,"Lambert, Craig",9,1,14,23,,,,1.0,,,,,,1.0,,,,,,,,,
44,"Lappin, Nigel",7,5,2,9,,,,,,,,,,,,,,,,,,,
34,"Lawrence, Steven",1,,,1,,,,1.0,,,,,,,,,,,,,,,
2,"McAdam, Gilbert",14,6,10,24,,,,2.0,,,,,,3.0,3.0,,,,,,,,
7,"McIvor, Scott",3,1,,3,,,,2.0,,,,,,,,,,,,,,,
19,"McLean, Michael",6,,6,12,1,,,1.0,,,,,,1.0,,,,,,,,,
4,"McRae, Craig",13,1,2,15,4,1.0,,3.0,,,,,1.0,1.0,,,,,,,,,
24,"Merrett, Roger",4,2,1,5,1,,1.0,1.0,,,,,,2.0,,,,,,,,,
38,"Scott, Dion",5,1,3,8,1,,8.0,1.0,,,,,,,,,,,,,,,
3,"Voss, Michael",15,5,8,23,,,,2.0,,,,,2.0,1.0,,,,,,,,,
33,"White, Darryl",10,5,5,15,1,2.0,1.0,1.0,,,,,2.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,191,55,103,294,11,10.0,25.0,26.0,,,,,23.0,28.0,4.0,,,,,,,,
Opposition,Opposition,181,40,87,268,6,10.0,28.0,30.0,,,,,28.0,23.0,2.0,,,,,,,,
