Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
36,"Amartey, Joel",25y 307d,61 (41-1-19 68.03%),86 (1.41),←,
22,"Blakey, Nick",25y 129d,144 (79-1-64 55.21%),47 (0.33),←,
39,"Buller, Jack",24y 51d,3 (1-0-2 33.33%),1 (0.33),←,
16,"Campbell, Braeden",23y 152d,87 (51-1-35 59.20%),27 (0.31),←,
7,"Cunningham, Harry",31y 212d,212 (129-1-82 61.08%),52 (0.25),←,
4,"Grundy, Brodie",31y 82d,236 (125-2-109 53.39%),77 (0.33),42 (26-0-16 61.90%),7 (0.17)
21,"Gulden, Errol",22y 353d,96 (63-1-32 66.15%),70 (0.73),←,
29,"Hamling, Joel",32y 88d,102 (47-0-55 46.08%),3 (0.03),11 (5-0-6 45.45%),3 (0.27)
9,"Hayward, Will",26y 253d,179 (100-1-78 56.15%),221 (1.23),←,
5,"Heeney, Isaac",29y 62d,217 (135-1-81 62.44%),283 (1.30),←,
17,"Jordon, James",24y 198d,107 (74-1-32 69.63%),35 (0.33),42 (26-0-16 61.90%),18 (0.43)
44,"Lloyd, Jake",31y 289d,264 (160-1-103 60.80%),46 (0.17),←,
30,"McCartin, Tom",25y 188d,147 (84-0-63 57.14%),30 (0.20),←,
27,"McInerney, Justin",24y 322d,104 (62-1-41 60.10%),41 (0.39),←,
2,"McLean, Hayden",26y 167d,92 (52-1-39 57.07%),94 (1.02),←,
43,"Melican, Lewis",28y 244d,94 (52-1-41 55.85%),2 (0.02),←,
14,"Mills, Callum",28y 95d,167 (96-1-70 57.78%),29 (0.17),←,
11,"Papley, Tom",28y 358d,191 (114-1-76 59.95%),297 (1.55),←,
34,"Roberts, Matt",21y 340d,45 (28-0-17 62.22%),4 (0.09),←,
8,"Rowbottom, James",24y 290d,133 (75-1-57 56.77%),39 (0.29),←,
12,"Sheldrick, Angus",21y 241d,22 (11-1-10 52.27%),7 (0.32),←,
1,"Warner, Chad",24y 48d,101 (61-0-40 60.40%),94 (0.93),←,
15,"Wicks, Sam",25y 295d,80 (50-0-30 62.50%),44 (0.55),←,
Totals,Totals,26y 191d,2884 (1690-18-1176 58.60%),1629 (0.56),,
C,"Cox, Dean",43y 339d,16 (7-0-9 43.75%),,←,
