North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
33,"Allison, Brett",26y 339d,142 (71-1-70 50.35%),152 (1.07),←,
11,"Archer, Glenn",22y 37d,53 (28-0-25 52.83%),18 (0.34),←,
14,"Armstrong, Matt",28y 60d,137 (54-0-83 39.42%),74 (0.54),5 (2-0-3 40.00%),3 (0.60)
12,"Blakey, John",28y 280d,181 (78-0-103 43.09%),49 (0.27),46 (26-0-20 56.52%),11 (0.24)
16,"Capuano, Mathew",19y 240d,8 (3-0-5 37.50%),2 (0.25),←,
18,"Carey, Wayne",23y 338d,103 (56-0-47 54.37%),246 (2.39),←,
23,"Clarkson, Alastair",27y 3d,92 (41-2-49 45.65%),61 (0.66),←,
25,"Daniltchenko, Jason",19y 240d,6 (4-0-2 66.67%),,←,
6,"Fairley, Ian",30y 224d,176 (85-2-89 48.86%),148 (0.84),←,
17,"Freeborn, Glenn",22y 83d,1 (0-0-1 0.00%),,←,
34,"King, David",23y 54d,24 (12-0-12 50.00%),5 (0.21),←,
7,"Laidley, Dani",28y 34d,97 (55-1-41 57.22%),12 (0.12),45 (26-0-19 57.78%),1 (0.02)
35,"Longmire, John",24y 120d,138 (67-1-70 48.91%),446 (3.23),←,
4,"Martyn, Mick",26y 242d,139 (69-1-69 50.00%),12 (0.09),←,
31,"McKernan, Corey",21y 132d,27 (16-0-11 59.26%),25 (0.93),←,
20,"Reynolds, Keenan",26y 113d,79 (43-0-36 54.43%),37 (0.47),5 (2-0-3 40.00%),2 (0.40)
3,"Rock, Anthony",24y 213d,92 (50-0-42 54.35%),78 (0.85),←,
2,"Schwass, Wayne",26y 154d,127 (63-0-64 49.61%),69 (0.54),←,
8,"Scott, Robert",26y 60d,137 (77-1-59 56.57%),167 (1.22),5 (2-0-3 40.00%),3 (0.60)
15,"Smith, Ross",30y 86d,201 (97-2-102 48.76%),34 (0.17),←,
10,"Stevens, Anthony",23y 302d,92 (48-0-44 52.17%),37 (0.40),←,
Totals,Totals,25y 90d,2052 (1017-11-1024 49.56%),1672 (0.81),,
C,"Pagan, Denis",47y 218d,50 (29-0-21 58.00%),,←,
