Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
37,"Callinan, Ian",9,5,3,12,2,2.0,,1.0,1.0,3.0,1.0,2.0,1.0,2.0,,6.0,6.0,1.0,1.0,1.0,,1.0,81.0
32,"Dangerfield, Patrick",17,4,17,34,2,,1.0,8.0,2.0,6.0,10.0,4.0,1.0,2.0,3.0,22.0,13.0,2.0,,1.0,1.0,,85.0
11,"Doughty, Michael",10,5,7,17,,,,4.0,,2.0,1.0,1.0,,1.0,,5.0,11.0,1.0,,2.0,,,91.0
26,"Douglas, Richard",13,6,6,19,1,1.0,,2.0,,4.0,1.0,1.0,1.0,,,7.0,11.0,,1.0,1.0,,,84.0
24,"Jacobs, Sam",7,5,3,10,,1.0,33.0,1.0,2.0,1.0,1.0,,,,,3.0,6.0,1.0,,2.0,,,82.0
20,"Jenkins, Josh",6,5,,6,,1.0,5.0,2.0,1.0,1.0,1.0,,,,,3.0,3.0,2.0,1.0,,,1.0,83.0
18,"Johncock, Graham",10,5,4,14,1,2.0,,2.0,,5.0,1.0,3.0,1.0,2.0,,3.0,11.0,,2.0,,,1.0,84.0
8 ↓,"Johnston, Lewis",6,5,1,7,,,,1.0,,4.0,,2.0,1.0,2.0,,2.0,6.0,,1.0,2.0,,1.0,65.0
14,"Mackay, David",8,3,9,17,1,,,4.0,,2.0,1.0,,,,,6.0,11.0,,,3.0,1.0,1.0,77.0
23,"Petrenko, Jared",9,2,7,16,,3.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,,,10.0,8.0,,1.0,1.0,,1.0,84.0
3,"Reilly, Brent",10,4,3,13,,,,2.0,3.0,1.0,,5.0,2.0,2.0,,3.0,9.0,1.0,,2.0,,1.0,88.0
43 ↑,"Riley, Aidan",1,1,1,2,1,,,,,,,,,,,1.0,1.0,,1.0,,,,15.0
25,"Rutten, Ben",4,5,8,12,,,1.0,4.0,2.0,,,2.0,,1.0,,4.0,8.0,1.0,,1.0,1.0,,91.0
34,"Shaw, Sam",9,4,,9,,,,2.0,2.0,1.0,,1.0,2.0,,,2.0,7.0,,,4.0,,,80.0
9,"Sloane, Rory",13,3,4,17,1,,1.0,2.0,3.0,3.0,4.0,2.0,1.0,1.0,,8.0,11.0,1.0,1.0,4.0,,,89.0
33,"Smith, Brodie",14,7,6,20,,1.0,,2.0,3.0,1.0,2.0,1.0,,,,4.0,16.0,,,4.0,,,88.0
12,"Talia, Daniel",6,2,2,8,,,,4.0,4.0,,1.0,,2.0,,1.0,7.0,2.0,1.0,,9.0,,,91.0
5,"Thompson, Scott",7,1,9,16,1,1.0,,4.0,,1.0,8.0,2.0,3.0,1.0,,13.0,6.0,1.0,1.0,3.0,,,88.0
7,"van Berlo, Nathan",8,2,5,13,,1.0,,3.0,1.0,2.0,1.0,1.0,,,,4.0,7.0,,,4.0,,1.0,86.0
17,"Vince, Bernie",10,3,11,21,1,,,2.0,1.0,4.0,3.0,1.0,2.0,,,10.0,11.0,,,,,1.0,84.0
13,"Walker, Taylor",10,8,2,12,4,2.0,,1.0,,3.0,,3.0,2.0,,,8.0,5.0,3.0,6.0,5.0,,1.0,96.0
47,"Wright, Matthew",22,6,15,37,2,,,3.0,4.0,3.0,5.0,1.0,1.0,,2.0,14.0,24.0,1.0,2.0,1.0,1.0,1.0,86.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,209,91,123,332,17,17.0,42.0,56.0,30.0,49.0,43.0,33.0,23.0,14.0,6.0,145.0,193.0,16.0,18.0,50.0,4.0,11.0,
Opposition,Opposition,166,78,87,253,14,7.0,38.0,60.0,27.0,48.0,26.0,48.0,14.0,23.0,,129.0,126.0,21.0,10.0,44.0,4.0,9.0,
