West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Butler, Sam",11,7,5,16,,,,6.0,4.0,1.0,,3.0,1.0,2.0,,2.0,13.0,,,1.0,,,85.0
28,"Cole, Tom",6,4,6,12,,,,,1.0,,,2.0,2.0,2.0,,5.0,7.0,,,1.0,,,70.0
15,"Cripps, Jamie",11,5,4,15,,1.0,,4.0,,6.0,,1.0,1.0,,,4.0,11.0,,,1.0,,2.0,79.0
27,"Darling, Jack",5,3,9,14,2,,,,,1.0,,2.0,,2.0,,8.0,6.0,1.0,2.0,,,2.0,91.0
14,"Duggan, Liam",6,4,5,11,,1.0,,3.0,,2.0,1.0,,,,,2.0,10.0,,1.0,,,,63.0
3,"Gaff, Andrew",17,4,6,23,,,,1.0,4.0,4.0,1.0,3.0,,,,5.0,18.0,,,,1.0,,86.0
33,"Hill, Josh",9,5,8,17,2,,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,7.0,10.0,,1.0,1.0,1.0,,76.0
25,"Hurn, Shannon",21,3,,21,,,,1.0,9.0,4.0,2.0,3.0,1.0,,,6.0,12.0,2.0,,4.0,,1.0,86.0
34,"Hutchings, Mark",11,4,5,16,1,,,,1.0,2.0,1.0,1.0,,1.0,,6.0,12.0,,,1.0,,,75.0
17,"Kennedy, Josh",3,3,2,5,1,,,6.0,,,,,,,,2.0,3.0,1.0,2.0,2.0,,,100.0
2,"LeCras, Mark",10,6,3,13,2,1.0,,3.0,,2.0,2.0,3.0,,2.0,,4.0,7.0,1.0,3.0,,,,88.0
29,"Lycett, Scott",6,4,3,9,,,13.0,6.0,,3.0,2.0,1.0,3.0,,,6.0,5.0,2.0,,3.0,,,68.0
16,"Mackenzie, Eric",9,9,4,13,,,,1.0,2.0,1.0,,,,,,2.0,10.0,1.0,,6.0,,,100.0
7,"Masten, Chris",15,6,6,21,1,,,3.0,1.0,3.0,,3.0,,,,5.0,17.0,,,2.0,,1.0,88.0
9,"Naitanui, Nic",2,1,4,6,,1.0,30.0,4.0,,1.0,3.0,,,,,5.0,1.0,,1.0,4.0,,,70.0
11,"Priddis, Matt",6,2,21,27,,,,12.0,,3.0,9.0,4.0,3.0,1.0,,20.0,6.0,,,1.0,,,89.0
8,"Redden, Jack",6,1,9,15,,1.0,,8.0,2.0,3.0,2.0,1.0,2.0,1.0,,7.0,8.0,,,2.0,,1.0,67.0
31,"Schofield, Will",6,5,5,11,,,,3.0,4.0,,,2.0,1.0,,,5.0,6.0,1.0,,3.0,,,86.0
5,"Sheppard, Brad",9,5,6,15,,,,2.0,2.0,4.0,,3.0,,,,2.0,13.0,,,4.0,,,88.0
13,"Shuey, Luke",14,2,7,21,,2.0,,9.0,1.0,4.0,6.0,5.0,1.0,2.0,,8.0,12.0,,,,,1.0,87.0
12,"Wellingham, Sharrod",7,3,2,9,,,,2.0,3.0,1.0,,2.0,,2.0,,2.0,10.0,,,6.0,2.0,,82.0
6,"Yeo, Elliot",9,4,3,12,2,1.0,,5.0,1.0,2.0,,3.0,1.0,1.0,,1.0,9.0,,2.0,,,1.0,75.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,199,90,123,322,11,9.0,43.0,81.0,37.0,49.0,30.0,43.0,17.0,17.0,,114.0,206.0,9.0,12.0,42.0,4.0,9.0,
Opposition,Opposition,228,115,218,446,12,11.0,29.0,62.0,37.0,53.0,35.0,50.0,17.0,17.0,6.0,153.0,293.0,13.0,17.0,58.0,8.0,7.0,
