Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
43,"Barlow, Ed",24y 206d,32 (13-2-17 43.75%),22 (0.69),6 (4-0-2 66.67%),4 (0.67)
5,"Boyd, Matthew",28y 359d,183 (92-2-89 50.82%),65 (0.36),←,
49,"Cordy, Ayce",21y 15d,1 (1-0-0 100.00%),,←,
4,"Cross, Daniel",28y 144d,178 (88-3-87 50.28%),27 (0.15),←,
33,"Djerrkura, Nathan",22y 336d,12 (5-0-7 41.67%),4 (0.33),8 (3-0-5 37.50%),4 (0.50)
13,"Giansiracusa, Daniel",29y 163d,211 (99-4-108 47.87%),248 (1.18),←,
1,"Grant, Jarrad",22y 46d,35 (19-0-16 54.29%),45 (1.29),←,
16,"Griffen, Ryan",25y 25d,141 (78-1-62 55.67%),96 (0.68),←,
28,"Hall, Barry",34y 194d,287 (146-3-138 51.39%),737 (2.57),37 (20-0-17 54.05%),126 (3.41)
7,"Higgins, Shaun",23y 170d,85 (45-1-39 53.53%),94 (1.11),←,
30,"Howard, Christian",20y 155d,6 (2-0-4 33.33%),1 (0.17),←,
19,"Jones, Liam",20y 178d,23 (10-0-13 43.48%),21 (0.91),←,
21,"Liberatore, Tom",19y 97d,14 (5-0-9 35.71%),4 (0.29),←,
37,"Markovic, Lukas",24y 228d,14 (6-0-8 42.86%),,←,
2,"Murphy, Robert",29y 73d,207 (94-4-109 46.38%),152 (0.73),←,
42,"Picken, Liam",25y 20d,63 (35-0-28 55.56%),20 (0.32),←,
23,"Roughead, Jordan",20y 291d,15 (9-0-6 60.00%),5 (0.33),←,
24,"Schofield, Jayden",19y 99d,5 (3-0-2 60.00%),,←,
34,"Tutt, Jason",20y 98d,1 (1-0-0 100.00%),4 (4.00),←,
32,"Veszpremi, Patrick",21y 354d,12 (6-0-6 50.00%),13 (1.08),1 (1-0-0 100.00%),1 (1.00)
14,"Ward, Callan",21y 133d,58 (31-0-27 53.45%),33 (0.57),←,
29,"Wood, Easton",21y 351d,27 (14-0-13 51.85%),4 (0.15),←,
Totals,Totals,23y 319d,1610 (802-20-788 49.81%),1595 (0.99),,
C,"Williams, Paul",38y 140d,1 (1-0-0 100.00%),,←,
