Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
13,"Adams, Taylor",13,5,10,23,,,,2.0,1.0,5.0,7.0,3.0,2.0,2.0,,9.0,13.0,,,1.0,,,73.0
31,"Appleby, Flynn",12,8,4,16,,,,1.0,1.0,1.0,1.0,4.0,1.0,2.0,,3.0,12.0,,,2.0,,,94.0
46,"Cox, Mason",4,2,5,9,,1.0,2.0,,,,1.0,3.0,2.0,1.0,,4.0,3.0,1.0,,1.0,,,87.0
25,"Crisp, Jack",18,8,12,30,,,,4.0,4.0,7.0,1.0,3.0,1.0,,,7.0,23.0,,,6.0,,1.0,84.0
2,"de Goey, Jordan",9,6,4,13,6,,,1.0,,2.0,,2.0,1.0,1.0,2.0,5.0,9.0,1.0,4.0,2.0,,1.0,83.0
15,"Dunn, Lynden",12,6,3,15,,,,2.0,4.0,2.0,,2.0,,1.0,,4.0,10.0,,,6.0,2.0,,95.0
1,"Fasolo, Alex",1,1,1,2,,,,1.0,,,,,,,,,2.0,,,,,,26.0
4,"Grundy, Brodie",13,7,10,23,,1.0,42.0,5.0,3.0,3.0,6.0,6.0,1.0,3.0,,10.0,13.0,3.0,1.0,,,,93.0
32,"Hoskin-Elliott, Will",11,7,5,16,2,2.0,,2.0,,5.0,,1.0,1.0,,,6.0,10.0,3.0,4.0,2.0,1.0,2.0,88.0
38,"Howe, Jeremy",22,11,8,30,,,,3.0,8.0,3.0,1.0,2.0,5.0,,,11.0,20.0,1.0,,6.0,,,83.0
8,"Langdon, Tom",14,7,11,25,,,,7.0,6.0,,2.0,3.0,3.0,,,9.0,16.0,1.0,,6.0,,,82.0
16,"Mayne, Chris",6,4,10,16,,,,1.0,,1.0,1.0,1.0,2.0,,,7.0,9.0,,1.0,1.0,,,89.0
9,"Murray, Sam",7,6,16,23,,,,,3.0,1.0,1.0,3.0,,,,2.0,21.0,,,3.0,,,83.0
10,"Pendlebury, Scott",12,2,18,30,1,,,5.0,1.0,7.0,4.0,3.0,2.0,1.0,1.0,5.0,24.0,,,1.0,,,78.0
21,"Phillips, Tom",18,11,12,30,1,,,2.0,4.0,1.0,3.0,4.0,2.0,2.0,,6.0,25.0,1.0,,2.0,,1.0,94.0
12,"Scharenberg, Matt",16,9,9,25,,,,1.0,5.0,,,2.0,1.0,,,6.0,18.0,2.0,,3.0,,,93.0
22,"Sidebottom, Steele",11,3,27,38,,1.0,,4.0,,5.0,6.0,6.0,,1.0,3.0,16.0,24.0,,,1.0,,1.0,90.0
35,"Stephenson, Jaidyn",8,6,10,18,2,1.0,,2.0,,1.0,,2.0,1.0,1.0,,4.0,14.0,,1.0,3.0,,1.0,89.0
24,"Thomas, Josh",11,3,12,23,1,,,1.0,,5.0,,1.0,1.0,,,6.0,17.0,,,,,,73.0
7,"Treloar, Adam",11,5,13,24,,,,7.0,3.0,3.0,2.0,5.0,,2.0,,7.0,18.0,,,,,,79.0
18,"Varcoe, Travis",6,2,2,8,,2.0,,5.0,,,,,,,,4.0,6.0,,2.0,3.0,1.0,1.0,73.0
3,"Wells, Daniel",9,3,7,16,2,,,3.0,,3.0,,,1.0,,,8.0,9.0,,2.0,3.0,,3.0,70.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,244,122,209,453,15,10.0,44.0,59.0,43.0,55.0,36.0,56.0,27.0,17.0,6.0,139.0,316.0,13.0,15.0,52.0,4.0,11.0,
Opposition,Opposition,196,80,212,408,10,12.0,20.0,50.0,37.0,55.0,33.0,67.0,17.0,27.0,,140.0,276.0,9.0,10.0,60.0,5.0,7.0,
