Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",25y 247d,124 (63-2-59 51.61%),76 (0.61),←,
19,"Beveridge, Luke",24y 4d,60 (37-0-23 61.67%),62 (1.03),18 (13-0-5 72.22%),21 (1.17)
18,"Cameron, Leon",21y 359d,82 (45-1-36 55.49%),36 (0.44),←,
16,"Croft, Matthew",21y 182d,21 (13-0-8 61.90%),17 (0.81),←,
3,"Grant, Chris",21y 257d,97 (55-1-41 57.22%),217 (2.24),←,
1,"Grgic, Ilija",22y 175d,30 (19-0-11 63.33%),46 (1.53),←,
7,"Hawkins, Doug",34y 114d,328 (144-4-180 44.51%),216 (0.66),←,
10,"Hunter, Mark",28y 358d,109 (54-2-53 50.46%),9 (0.08),←,
33,"Johnson, Brad",18y 40d,6 (5-0-1 83.33%),4 (0.67),←,
12,"Koster, Kym",21y 207d,20 (12-0-8 60.00%),6 (0.30),←,
35,"Kretiuk, Steven",22y 54d,38 (25-0-13 65.79%),8 (0.21),←,
39,"Liberatore, Tony",28y 197d,125 (72-1-52 58.00%),66 (0.53),←,
27,"Macpherson, Stephen",29y 268d,178 (91-3-84 51.97%),150 (0.84),←,
9,"Nicholson, Brad",20y 84d,12 (7-0-5 58.33%),1 (0.08),←,
44,"Osborne, Richard",30y 72d,218 (92-0-126 42.20%),480 (2.20),15 (11-0-4 73.33%),30 (2.00)
2,"Reynolds, Keenan",25y 232d,71 (41-0-30 57.75%),31 (0.44),←,
8,"Southern, Daniel",19y 238d,21 (13-0-8 61.90%),3 (0.14),←,
17,"Standfield, Barry",24y 195d,71 (42-0-29 59.15%),30 (0.42),←,
24,"Wallis, Stephen",29y 304d,225 (122-2-101 54.67%),54 (0.24),←,
28,"West, Robert",25y 173d,18 (12-0-6 66.67%),5 (0.28),5 (4-0-1 80.00%),1 (0.20)
14,"West, Scott",19y 286d,37 (22-0-15 59.46%),29 (0.78),←,
Totals,Totals,24y 210d,1891 (986-16-889 52.14%),1546 (0.82),,
C,"Joyce, Alan",51y 310d,112 (79-0-33 70.54%),,19 (12-0-7 63.16%),
