Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
39,"Abbott, Paul",26y 177d,82 (64-0-18 78.05%),30 (0.37),←,
15,"Allan, Ben",22y 187d,10 (5-0-5 50.00%),4 (0.40),←,
8,"Anderson, Dean",23y 262d,46 (34-0-12 73.91%),52 (1.13),←,
7,"Ayres, Gary",30y 204d,220 (163-1-56 74.32%),54 (0.25),←,
4,"Collins, Andrew",25y 360d,80 (60-0-20 75.00%),18 (0.22),←,
3,"Condon, Anthony",23y 135d,47 (34-0-13 72.34%),15 (0.32),←,
13,"Dear, Paul",24y 113d,41 (27-0-14 65.85%),37 (0.90),←,
19,"Dunstall, Jason",26y 249d,131 (104-0-27 79.39%),586 (4.47),←,
33,"Hudson, Paul",20y 274d,11 (8-0-3 72.73%),9 (0.82),←,
11,"Jarman, Darren",24y 82d,4 (2-0-2 50.00%),10 (2.50),←,
1,"Jencke, Ray",25y 26d,79 (57-0-22 72.15%),18 (0.23),←,
34,"Kennedy, John",31y 149d,241 (165-1-75 68.67%),210 (0.87),←,
24,"Langford, Chris",28y 108d,173 (132-1-40 76.59%),27 (0.16),←,
12,"Lawrence, Stephen",21y 363d,30 (19-0-11 63.33%),11 (0.37),←,
20,"Maginness, Scott",24y 261d,58 (45-0-13 77.59%),4 (0.07),←,
44,"Platten, John",28y 34d,118 (90-0-28 76.27%),124 (1.05),←,
18,"Pritchard, Darrin",25y 30d,83 (63-0-20 75.90%),44 (0.53),←,
30,"Schwab, Peter",30y 210d,170 (125-1-44 73.82%),38 (0.22),←,
17,"Tuck, Michael",37y 300d,408 (287-1-120 70.47%),316 (0.77),←,
10,"Wittman, Chris",25y 233d,75 (58-0-17 77.33%),61 (0.81),←,
Totals,Totals,26y 133d,2107 (1542-5-560 73.18%),1668 (0.79),,
C,"Joyce, Alan",48y 181d,28 (23-0-5 82.14%),,←,
