Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
35,"Bond, Chris",10,4,6,16,,2.0,,,,,,,,,,,,,,,,,
32,"Bourke, David",,,2,2,,,,,,,,,,,,,,,,,,,
11,"Bowden, Joel",8,3,3,11,3,2.0,,1.0,,,,,,,,,,,,,,,
17,"Broderick, Paul",13,,11,24,,,,2.0,,,,,1.0,1.0,,,,,,,,,
21,"Bulluss, Paul",10,5,,10,,,,2.0,,,,,4.0,1.0,,,,,,,,,
9,"Campbell, Wayne",13,1,9,22,,,,4.0,,,,,,,,,,,,,,,
15,"Charles, Justin",13,4,10,23,,1.0,8.0,1.0,,,,,3.0,7.0,3.0,,,,,,,,
10,"Daffy, Nick",16,5,3,19,1,,,1.0,,,,,,3.0,,,,,,,,,
25,"Gale, Brendon",,,,,,,,,,,,,,,,,,,,,,,
1,"Gale, Michael",10,4,6,16,,,,1.0,,,,,1.0,,,,,,,,,,
2,"Gaspar, Darren",5,3,4,9,1,,1.0,1.0,,,,,,1.0,,,,,,,,,
3,"Kellaway, Duncan",2,2,11,13,,,,2.0,,,,,,,,,,,,,,,
33,"Knights, Matthew",15,5,8,23,,1.0,1.0,4.0,,,,,1.0,,,,,,,,,,
8,"Merenda, Mark",7,3,3,10,,,,,,,,,,1.0,,,,,,,,,
6,"Naish, Chris",13,3,6,19,3,2.0,,,,,,,1.0,1.0,,,,,,,,,
13,"Powell, Robert",8,5,6,14,1,1.0,,2.0,,,,,1.0,,,,,,,,,,
12,"Richardson, Matthew",13,9,4,17,6,2.0,,,,,,,2.0,3.0,,,,,,,,,
4,"Rogers, Matthew",8,1,4,12,1,1.0,,1.0,,,,,,,,,,,,,,,
26,"Sullivan, Chris",1,,1,2,,,,1.0,,,,,1.0,,,,,,,,,,
5,"Tape, Jamie",8,4,6,14,,,1.0,6.0,,,,,1.0,1.0,,,,,,,,,
29,"Torney, Jason",7,1,3,10,,,,,,,,,1.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,180,62,106,286,16,13.0,11.0,29.0,,,,,17.0,19.0,3.0,,,,,,,,
Opposition,Opposition,200,77,92,292,21,15.0,20.0,29.0,,,,,19.0,17.0,3.0,,,,,,,,
