Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
4,"Bontempelli, Marcus",23y 232d,120 (63-0-57 52.50%),111 (0.93),←,
12,"Cordy, Zaine",22y 260d,64 (33-0-31 51.56%),10 (0.16),←,
9,"Crozier, Hayden",25y 202d,101 (46-0-55 45.54%),45 (0.45),32 (15-0-17 46.88%),1 (0.03)
29,"Dickson, Tory",31y 291d,108 (54-0-54 50.00%),172 (1.59),←,
5,"Dunkley, Josh",22y 186d,59 (32-0-27 54.24%),33 (0.56),←,
15,"Duryea, Taylor",28y 81d,126 (87-1-38 69.44%),22 (0.17),8 (5-0-3 62.50%),1 (0.13)
44,"English, Tim",21y 338d,23 (11-0-12 47.83%),5 (0.22),←,
7,"Hunter, Lachie",24y 213d,121 (61-0-60 50.41%),55 (0.45),←,
39,"Johannisen, Jason",26y 248d,119 (56-0-63 47.06%),38 (0.32),←,
27,"Lipinski, Patrick",20y 362d,25 (11-0-14 44.00%),17 (0.68),←,
22,"Lloyd, Sam",29y 133d,73 (38-0-35 52.05%),96 (1.32),16 (8-0-8 50.00%),27 (1.69)
11,"Macrae, Jack",24y 345d,134 (67-0-67 50.00%),32 (0.24),←,
16,"McLean, Toby",23y 164d,74 (39-0-35 52.70%),48 (0.65),←,
33,"Naughton, Aaron",19y 226d,34 (16-0-18 47.06%),24 (0.71),←,
20,"Richards, Ed",20y 11d,35 (15-0-20 42.86%),14 (0.40),←,
13,"Schache, Josh",21y 327d,48 (12-0-36 25.00%),54 (1.13),21 (9-0-12 42.86%),29 (1.38)
6,"Smith, Bailey",18y 219d,16 (8-0-8 50.00%),7 (0.44),←,
37,"Smith, Roarke",22y 306d,16 (6-0-10 37.50%),3 (0.19),←,
1,"Suckling, Matt",30y 354d,165 (110-0-55 66.67%),80 (0.48),63 (35-0-28 55.56%),29 (0.46)
8,"Trengove, Jackson",28y 254d,180 (76-1-103 42.50%),35 (0.19),27 (10-0-17 37.04%),5 (0.19)
34,"Williams, Bailey",21y 277d,41 (19-0-22 46.34%),7 (0.17),←,
10,"Wood, Easton",29y 313d,153 (79-0-74 51.63%),18 (0.12),←,
Totals,Totals,24y 210d,1835 (939-2-894 51.17%),926 (0.50),,
C,"Beveridge, Luke",48y 325d,109 (60-0-49 55.05%),,←,
