Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
24,"Biggs, Shane",14,7,5,19,,,,2.0,2.0,2.0,,4.0,1.0,1.0,,4.0,15.0,1.0,,2.0,,,83.0
4,"Bontempelli, Marcus",13,4,8,21,1,2.0,1.0,4.0,1.0,4.0,4.0,3.0,4.0,1.0,,7.0,13.0,,1.0,3.0,,1.0,86.0
5,"Boyd, Matthew",14,4,12,26,,,,2.0,3.0,2.0,,2.0,,,,9.0,12.0,,,3.0,2.0,,79.0
17,"Boyd, Tom",6,5,8,14,,2.0,8.0,5.0,,4.0,2.0,,1.0,,,8.0,7.0,2.0,2.0,6.0,,1.0,86.0
12,"Cordy, Zaine",6,5,2,8,,,,1.0,1.0,1.0,,,1.0,,,4.0,4.0,1.0,,5.0,,,78.0
6,"Dahlhaus, Luke",12,6,17,29,1,1.0,,9.0,,3.0,4.0,3.0,1.0,,,16.0,14.0,,1.0,1.0,,1.0,80.0
35,"Daniel, Caleb",17,1,16,33,1,,,4.0,,8.0,4.0,3.0,,,,13.0,17.0,,,1.0,,5.0,82.0
29,"Dickson, Tory",13,7,5,18,2,2.0,,5.0,1.0,3.0,,1.0,,,,5.0,12.0,1.0,2.0,,,1.0,82.0
20,"Dunkley, Josh",6,2,9,15,2,,3.0,4.0,3.0,2.0,2.0,2.0,,,,7.0,9.0,,1.0,2.0,,,85.0
30,"Hamling, Joel",7,3,6,13,,,,,2.0,1.0,,2.0,1.0,2.0,,6.0,9.0,2.0,,8.0,,,100.0
7,"Hunter, Lachie",16,5,10,26,1,2.0,,3.0,,5.0,4.0,2.0,2.0,1.0,,10.0,17.0,,1.0,2.0,,1.0,90.0
39,"Johannisen, Jason",21,8,4,25,,,,6.0,2.0,8.0,1.0,2.0,1.0,1.0,,2.0,22.0,,,2.0,3.0,,88.0
46,"Jong, Lin",2,,4,6,,,,2.0,,,2.0,,,,,3.0,3.0,,,1.0,,,27.0
21,"Liberatore, Tom",13,3,9,22,1,,,3.0,2.0,3.0,6.0,1.0,,1.0,,12.0,12.0,,,2.0,,,84.0
11,"Macrae, Jack",9,3,15,24,,,,4.0,4.0,1.0,4.0,3.0,1.0,2.0,,8.0,19.0,,,2.0,,,81.0
38,"Morris, Dale",2,2,4,6,,,,2.0,2.0,,,,,,,3.0,3.0,,,8.0,,,97.0
42,"Picken, Liam",14,9,9,23,2,,,3.0,2.0,4.0,1.0,1.0,,,,9.0,14.0,3.0,2.0,2.0,,1.0,85.0
23,"Roughead, Jordan",6,4,6,12,1,1.0,17.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,,6.0,6.0,3.0,,5.0,,,81.0
14,"Smith, Clay",3,2,16,19,1,,,9.0,1.0,1.0,3.0,2.0,1.0,2.0,,12.0,7.0,,1.0,1.0,,,83.0
9,"Stringer, Jake",4,2,6,10,1,1.0,1.0,2.0,1.0,1.0,1.0,,,,,3.0,7.0,,1.0,2.0,,,88.0
1,"Suckling, Matt",12,1,7,19,,1.0,,4.0,3.0,1.0,,2.0,1.0,1.0,,6.0,12.0,,,3.0,1.0,,71.0
10,"Wood, Easton",3,4,9,12,,,,,1.0,,,1.0,1.0,,,9.0,4.0,1.0,,2.0,,,85.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,213,87,187,400,14,15.0,30.0,77.0,32.0,55.0,40.0,35.0,17.0,13.0,,162.0,238.0,14.0,12.0,63.0,6.0,11.0,
Opposition,Opposition,189,79,174,363,7,10.0,52.0,79.0,36.0,43.0,32.0,40.0,13.0,17.0,,139.0,224.0,16.0,9.0,54.0,4.0,1.0,
