Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
13,"Adams, Taylor",28y 292d,180 (79-2-99 44.44%),63 (0.35),149 (76-2-71 51.68%),51 (0.34)
6,"Brown, Tyler",22y 212d,27 (14-1-12 53.70%),4 (0.15),←,
14,"Cameron, Darcy",26y 356d,44 (20-1-23 46.59%),41 (0.93),43 (20-1-22 47.67%),41 (0.95)
45,"Carmichael, Josh",22y 289d,1 (1-0-0 100.00%),,←,
46,"Cox, Mason",31y 117d,85 (47-0-38 55.29%),95 (1.12),←,
25,"Crisp, Jack",28y 280d,191 (95-2-94 50.26%),58 (0.30),173 (88-2-83 51.45%),48 (0.28)
7,"Daicos, Josh",23y 225d,68 (34-1-33 50.74%),36 (0.53),←,
35,"Daicos, Nick",19y 187d,16 (11-0-5 68.75%),2 (0.13),←,
5,"Elliott, Jamie",29y 322d,146 (84-2-60 58.22%),211 (1.45),←,
33,"Ginnivan, Jack",19y 212d,19 (12-0-7 63.16%),34 (1.79),←,
16,"Henry, Oliver",19y 345d,23 (12-0-11 52.17%),28 (1.22),←,
32,"Hoskin-Elliott, Will",28y 310d,172 (76-2-94 44.77%),154 (0.90),120 (64-2-54 54.17%),112 (0.93)
38,"Howe, Jeremy",32y 10d,210 (81-2-127 39.05%),91 (0.43),110 (59-2-49 54.55%),11 (0.10)
1,"Lipinski, Patrick",23y 357d,72 (42-0-30 58.33%),37 (0.51),16 (11-0-5 68.75%),7 (0.44)
37,"Maynard, Brayden",25y 292d,152 (74-2-76 49.34%),17 (0.11),←,
31,"McCreery, Beau",21y 81d,26 (13-0-13 50.00%),20 (0.77),←,
41,"Mihocek, Brody",29y 155d,94 (53-1-40 56.91%),154 (1.64),←,
28,"Murphy, Nathan",22y 206d,24 (14-0-10 58.33%),1 (0.04),←,
9,"Noble, John",25y 106d,60 (30-1-29 50.83%),4 (0.07),←,
10,"Pendlebury, Scott",34y 183d,349 (207-3-139 59.74%),183 (0.52),←,
3,"Quaynor, Isaac",22y 175d,51 (24-0-27 47.06%),3 (0.06),←,
21,"Ruscoe, Trey",20y 248d,16 (9-0-7 56.25%),7 (0.44),←,
22,"Sidebottom, Steele",31y 188d,280 (166-4-110 60.00%),183 (0.65),←,
Totals,Totals,25y 271d,2306 (1198-24-1084 51.95%),1426 (0.62),,
C,"McRae, Craig",48y 290d,16 (11-0-5 68.75%),,←,
