St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
27,"Beveridge, Luke",27y 302d,108 (64-1-43 59.72%),97 (0.90),35 (21-0-14 60.00%),27 (0.77)
2,"Brown, Tony",21y 24d,67 (40-0-27 59.70%),39 (0.58),←,
3,"Burke, Nathan",28y 135d,239 (112-2-125 47.28%),91 (0.38),←,
41,"Campbell, Brad",22y 182d,8 (8-0-0 100.00%),,←,
38,"Elliott, Tim",21y 282d,5 (4-0-1 80.00%),2 (0.40),←,
10,"Everitt, Peter",24y 49d,104 (55-1-48 53.37%),172 (1.65),←,
35,"Harvey, Robert",26y 304d,192 (101-2-89 53.13%),114 (0.59),←,
6,"Healy, Daniel",24y 49d,27 (18-0-9 66.67%),19 (0.70),←,
24,"Heatley, Jason",26y 120d,35 (26-0-9 74.29%),111 (3.17),32 (23-0-9 71.88%),103 (3.22)
8,"Hudghton, Max",21y 292d,30 (21-0-9 70.00%),,←,
5,"Jones, Austinn",21y 266d,79 (43-0-36 54.43%),71 (0.90),←,
22,"Lappin, Matthew",22y 124d,48 (26-1-21 55.21%),22 (0.46),←,
23,"Loewe, Stewart",30y 29d,247 (114-1-132 46.36%),495 (2.00),←,
11,"Mitchell, Gavin",25y 175d,49 (23-0-26 46.94%),36 (0.73),13 (10-0-3 76.92%),18 (1.38)
1,"Peckett, Justin",25y 259d,108 (53-1-54 49.54%),6 (0.06),←,
13,"Sierakowski, David",23y 174d,65 (35-1-29 54.62%),13 (0.20),←,
19,"Sziller, Steven",25y 188d,68 (40-0-28 58.82%),25 (0.37),←,
29,"Thompson, Andrew",25y 243d,34 (25-0-9 73.53%),24 (0.71),←,
15,"Wakelin, Darryl",23y 314d,69 (40-0-29 57.97%),6 (0.09),←,
12,"Wakelin, Shane",23y 313d,63 (32-1-30 51.59%),17 (0.27),←,
7,"Winmar, Nicky",32y 269d,220 (104-1-115 47.50%),277 (1.26),←,
20,"Young, Matthew",25y 277d,69 (40-0-29 57.97%),17 (0.25),48 (31-0-17 64.58%),11 (0.23)
Totals,Totals,25y 16d,1934 (1024-12-898 52.95%),1654 (0.86),,
C,"Alves, Stan",52y 30d,104 (52-1-51 50.48%),,←,
