Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
15,"Amon, Karl",23y 349d,56 (28-0-28 50.00%),28 (0.50),←,
10,"Boak, Travis",31y 2d,261 (124-1-136 47.70%),170 (0.65),←,
26,"Bonner, Riley",22y 149d,39 (23-0-16 58.97%),7 (0.18),←,
5,"Broadbent, Matthew",29y 2d,168 (75-1-92 44.94%),52 (0.31),←,
18,"Butters, Zak",18y 329d,18 (9-0-9 50.00%),12 (0.67),←,
33,"Byrne-Jones, Darcy",23y 317d,83 (43-0-40 51.81%),6 (0.07),←,
17,"Clurey, Tom",25y 133d,79 (45-0-34 56.96%),,←,
22,"Dixon, Charlie",28y 314d,132 (56-1-75 42.80%),205 (1.55),67 (37-0-30 55.22%),111 (1.66)
21,"Duursma, Xavier",19y 27d,18 (9-0-9 50.00%),9 (0.50),←,
9,"Gray, Robbie",31y 126d,215 (103-0-112 47.91%),315 (1.47),←,
46,"Gray, Sam",27y 183d,93 (51-0-42 54.84%),83 (0.89),←,
8,"Hartlett, Hamish",28y 354d,161 (75-1-85 46.89%),73 (0.45),←,
43,"Houston, Dan",22y 83d,57 (32-0-25 56.14%),8 (0.14),←,
42,"Jonas, Tom",28y 206d,136 (69-1-66 51.10%),1 (0.01),←,
38,"Ladhams, Peter",21y 201d,3 (1-0-2 33.33%),2 (0.67),←,
13,"Marshall, Todd",20y 299d,17 (13-0-4 76.47%),18 (1.06),←,
2,"Powell-Pepper, Sam",21y 207d,55 (32-0-23 58.18%),31 (0.56),←,
11,"Rockliff, Tom",29y 162d,187 (64-0-123 34.22%),95 (0.51),33 (18-0-15 54.55%),8 (0.24)
20,"Rozee, Connor",19y 193d,19 (9-0-10 47.37%),23 (1.21),←,
4,"Ryder, Paddy",31y 142d,240 (119-4-117 50.42%),169 (0.70),70 (40-0-30 57.14%),52 (0.74)
50,"Sutcliffe, Cam",27y 72d,108 (60-1-47 56.02%),20 (0.19),4 (1-0-3 25.00%),2 (0.50)
39,"Westhoff, Justin",32y 306d,265 (126-1-138 47.74%),301 (1.14),←,
Totals,Totals,25y 255d,2410 (1166-11-1233 48.38%),1628 (0.68),,
C,"Hinkley, Ken",52y 307d,156 (86-0-70 55.13%),,←,
