Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",22y 240d,69 (30-2-37 44.93%),23 (0.33),←,
20,"Black, Simon",29y 100d,226 (137-3-86 61.28%),142 (0.63),←,
36,"Bradshaw, Daniel",29y 234d,194 (111-2-81 57.73%),414 (2.13),191 (108-2-81 57.07%),414 (2.17)
17,"Brennan, Jared",23y 350d,74 (37-2-35 51.35%),54 (0.73),←,
16,"Brown, Jonathan",26y 257d,153 (100-2-51 66.01%),319 (2.08),←,
19,"Charman, Jamie",25y 362d,119 (71-3-45 60.92%),50 (0.42),←,
1,"Clark, Mitch",20y 267d,19 (7-1-11 39.47%),17 (0.89),←,
22,"Collier, Tom",19y 109d,3 (1-0-2 33.33%),1 (0.33),←,
30,"Copeland, Robert",27y 47d,139 (81-2-56 58.99%),37 (0.27),←,
18,"Corrie, Anthony",24y 20d,48 (22-0-26 45.83%),42 (0.88),←,
39,"Drummond, Josh",25y 84d,41 (19-1-21 47.56%),20 (0.49),←,
33,"Hooper, Rhan",20y 185d,34 (16-1-17 48.53%),32 (0.94),←,
4,"Johnstone, Travis",27y 361d,172 (85-1-86 49.71%),124 (0.72),12 (7-0-5 58.33%),13 (1.08)
23,"Leuenberger, Matthew",20y 35d,19 (9-1-9 50.00%),3 (0.16),←,
9,"McGrath, Ashley",25y 53d,107 (60-1-46 56.54%),98 (0.92),←,
21,"Merrett, Daniel",23y 213d,61 (26-2-33 44.26%),16 (0.26),←,
8,"Notting, Tim",29y 265d,193 (114-3-76 59.84%),132 (0.68),←,
24,"Patfull, Joel",23y 218d,51 (22-2-27 45.10%),18 (0.35),←,
6,"Power, Luke",28y 186d,210 (125-2-83 60.00%),189 (0.90),←,
35,"Rischitelli, Michael",22y 186d,58 (26-2-30 46.55%),25 (0.43),←,
28,"Selwood, Troy",24y 72d,59 (25-1-33 43.22%),7 (0.12),←,
32,"Stiller, Cheynee",22y 70d,43 (15-2-26 37.21%),12 (0.28),←,
Totals,Totals,24y 244d,2092 (1139-36-917 54.45%),1775 (0.85),,
C,"Matthews, Leigh",56y 133d,454 (265-8-181 59.25%),,230 (140-3-87 61.52%),
