West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),West Coast Games (W-D-L W%),West Coast Goals (Ave.)
12,"Allen, Oscar",26y 24d,98 (42-0-56 42.86%),143 (1.46),←,
3,"Baker, Liam",27y 75d,133 (67-4-62 51.88%),54 (0.41),5 (0-0-5 0.00%),
41,"Brock, Sandy",22y 119d,2 (0-0-2 0.00%),,←,
15,"Cripps, Jamie",32y 354d,256 (126-1-129 49.41%),317 (1.24),240 (118-1-121 49.38%),301 (1.25)
38,"Davis, Hamish",18y 345d,2 (0-0-2 0.00%),,←,
43,"Dewar, Tyrell",21y 16d,12 (3-0-9 25.00%),8 (0.67),←,
14,"Duggan, Liam",28y 122d,184 (84-0-100 45.65%),15 (0.08),←,
42,"Edwards, Harry",24y 193d,43 (8-0-35 18.60%),,←,
7,"Ginbey, Reuben",20y 214d,45 (6-0-39 13.33%),2 (0.04),←,
17,"Graham, Jack",27y 46d,135 (75-4-56 57.04%),51 (0.38),4 (0-0-4 0.00%),
27,"Gross, Tom",18y 209d,2 (0-0-2 0.00%),1 (0.50),←,
29,"Hall, Clay",19y 335d,6 (2-0-4 33.33%),1 (0.17),←,
19,"Hough, Brady",22y 38d,58 (8-0-50 13.79%),,←,
5,"Hunt, Jayden",30y 9d,162 (69-1-92 42.90%),54 (0.33),48 (8-0-40 16.67%),11 (0.23)
44,"Hutchinson, Jack",23y 153d,9 (0-0-9 0.00%),2 (0.22),←,
23,"Maric, Ryan",20y 218d,34 (7-0-27 20.59%),16 (0.47),←,
16,"Owies, Matthew",28y 24d,77 (40-1-36 52.60%),92 (1.19),5 (0-0-5 0.00%),3 (0.60)
22,"Reid, Archer",19y 205d,5 (0-0-5 0.00%),4 (0.80),←,
9,"Reid, Harley",19y 360d,25 (5-0-20 20.00%),12 (0.48),←,
1,"Ryan, Liam",28y 192d,108 (48-0-60 44.44%),142 (1.31),←,
2,"Waterman, Jake",26y 341d,106 (42-0-64 39.62%),134 (1.26),←,
32,"Williams, Bailey",24y 360d,76 (15-0-61 19.74%),19 (0.25),←,
34,"Williams, Jack",21y 132d,32 (7-0-25 21.88%),24 (0.75),←,
Totals,Totals,24y 19d,1610 (654-11-945 40.62%),1091 (0.68),,
C,"McQualter, Andrew",38y 307d,18 (7-0-11 38.89%),,5 (0-0-5 0.00%),
